support_id,job_id,design_type,reason,coverage_item,coverage_option,intensity,coherence,pattern,profile
19,teen_social_big_support_019,option_coverage,cover social_comparison = Often,social_comparison,Often,moderate,item_specific,{},
20,teen_social_big_support_020,option_coverage,cover connection_effect = Makes me feel less connected,connection_effect,Makes me feel less connected,strong,item_specific,{},
21,teen_social_big_support_021,option_coverage,cover connection_effect = Makes little difference,connection_effect,Makes little difference,moderate,item_specific,{},
22,teen_social_big_support_022,option_coverage,cover connection_effect = Makes me feel more connected,connection_effect,Makes me feel more connected,strong,item_specific,{},
23,teen_social_big_support_023,option_coverage,cover parental_rules = No rules,parental_rules,No rules,moderate,item_specific,{},
24,teen_social_big_support_024,option_coverage,cover parental_rules = A few loose rules,parental_rules,A few loose rules,strong,item_specific,{},
25,teen_social_big_support_025,option_coverage,cover parental_rules = Some clear rules,parental_rules,Some clear rules,moderate,item_specific,{},
26,teen_social_big_support_026,option_coverage,cover parental_rules = Very strict rules,parental_rules,Very strict rules,strong,item_specific,{},
27,teen_social_big_support_027,option_coverage,cover primary_platform = TikTok,primary_platform,TikTok,moderate,item_specific,{},
28,teen_social_big_support_028,option_coverage,cover primary_platform = Instagram,primary_platform,Instagram,strong,item_specific,{},
29,teen_social_big_support_029,option_coverage,cover primary_platform = YouTube,primary_platform,YouTube,moderate,item_specific,{},
30,teen_social_big_support_030,option_coverage,cover primary_platform = Snapchat,primary_platform,Snapchat,strong,item_specific,{},
31,teen_social_big_support_031,option_coverage,cover primary_platform = Another platform,primary_platform,Another platform,moderate,item_specific,{},
32,teen_social_big_support_032,option_coverage,cover primary_platform = I do not use social media,primary_platform,I do not use social media,strong,item_specific,{},
33,teen_social_big_support_033,option_coverage,additional coverage for social_media_hours = Less than one hour,social_media_hours,Less than one hour,moderate,item_specific,{},
34,teen_social_big_support_034,option_coverage,additional coverage for social_media_hours = One to three hours,social_media_hours,One to three hours,strong,item_specific,{},
35,teen_social_big_support_035,option_coverage,additional coverage for social_media_hours = Four or more hours,social_media_hours,Four or more hours,moderate,item_specific,{},
36,teen_social_big_support_036,option_coverage,additional coverage for posting_frequency = Never or almost never,posting_frequency,Never or almost never,strong,item_specific,{},
37,teen_social_big_support_037,option_coverage,additional coverage for posting_frequency = Less than once a week,posting_frequency,Less than once a week,moderate,item_specific,{},
38,teen_social_big_support_038,option_coverage,additional coverage for posting_frequency = A few times a week,posting_frequency,A few times a week,strong,item_specific,{},
39,teen_social_big_support_039,option_coverage,additional coverage for posting_frequency = At least once a day,posting_frequency,At least once a day,moderate,item_specific,{},
40,teen_social_big_support_040,option_coverage,additional coverage for late_night_use = Never,late_night_use,Never,strong,item_specific,{},
41,teen_social_big_support_041,option_coverage,additional coverage for late_night_use = Rarely,late_night_use,Rarely,moderate,item_specific,{},
42,teen_social_big_support_042,option_coverage,additional coverage for late_night_use = Sometimes,late_night_use,Sometimes,strong,item_specific,{},
43,teen_social_big_support_043,option_coverage,additional coverage for late_night_use = Often,late_night_use,Often,moderate,item_specific,{},
44,teen_social_big_support_044,option_coverage,additional coverage for sleep_interference = Never,sleep_interference,Never,strong,item_specific,{},
45,teen_social_big_support_045,option_coverage,additional coverage for sleep_interference = Rarely,sleep_interference,Rarely,moderate,item_specific,{},
46,teen_social_big_support_046,option_coverage,additional coverage for sleep_interference = Sometimes,sleep_interference,Sometimes,strong,item_specific,{},
47,teen_social_big_support_047,option_coverage,additional coverage for sleep_interference = Often,sleep_interference,Often,moderate,item_specific,{},
48,teen_social_big_support_048,option_coverage,additional coverage for social_comparison = Never,social_comparison,Never,strong,item_specific,{},
49,teen_social_big_support_049,option_coverage,additional coverage for social_comparison = Rarely,social_comparison,Rarely,moderate,item_specific,{},
50,teen_social_big_support_050,option_coverage,additional coverage for social_comparison = Sometimes,social_comparison,Sometimes,strong,item_specific,{},
51,teen_social_big_support_051,option_coverage,additional coverage for social_comparison = Often,social_comparison,Often,moderate,item_specific,{},
52,teen_social_big_support_052,option_coverage,additional coverage for connection_effect = Makes me feel less connected,connection_effect,Makes me feel less connected,strong,item_specific,{},
53,teen_social_big_support_053,option_coverage,additional coverage for connection_effect = Makes little difference,connection_effect,Makes little difference,moderate,item_specific,{},
54,teen_social_big_support_054,option_coverage,additional coverage for connection_effect = Makes me feel more connected,connection_effect,Makes me feel more connected,strong,item_specific,{},
55,teen_social_big_support_055,option_coverage,additional coverage for parental_rules = No rules,parental_rules,No rules,moderate,item_specific,{},
56,teen_social_big_support_056,option_coverage,additional coverage for parental_rules = A few loose rules,parental_rules,A few loose rules,strong,item_specific,{},
57,teen_social_big_support_057,option_coverage,additional coverage for parental_rules = Some clear rules,parental_rules,Some clear rules,moderate,item_specific,{},
58,teen_social_big_support_058,option_coverage,additional coverage for parental_rules = Very strict rules,parental_rules,Very strict rules,strong,item_specific,{},
59,teen_social_big_support_059,option_coverage,additional coverage for primary_platform = TikTok,primary_platform,TikTok,moderate,item_specific,{},
60,teen_social_big_support_060,option_coverage,additional coverage for primary_platform = Instagram,primary_platform,Instagram,strong,item_specific,{},
61,teen_social_big_support_061,option_coverage,additional coverage for primary_platform = YouTube,primary_platform,YouTube,moderate,item_specific,{},
62,teen_social_big_support_062,option_coverage,additional coverage for primary_platform = Snapchat,primary_platform,Snapchat,strong,item_specific,{},
63,teen_social_big_support_063,option_coverage,additional coverage for primary_platform = Another platform,primary_platform,Another platform,moderate,item_specific,{},
64,teen_social_big_support_064,option_coverage,additional coverage for primary_platform = I do not use social media,primary_platform,I do not use social media,strong,item_specific,{},
