job_id,support_id,weight,item,sampled_option_index,sampled_first_token,sampled_token_probability,code_0_probability_raw,code_1_probability_raw,code_0_probability_conditional,both_codes_observed,sampled_lower_probability_code,original_elicited_probability_0
pew_w154_diff1_uniform_n96_027,27,0.0192173996728194,hobbies,1,1,1.0,2.6601401301581993e-14,1.0,2.6601401301581283e-14,True,False,0.12
pew_w154_diff1_uniform_n96_028,28,0.0188153740264634,hobbies,1,1,1.0,3.489344495417605e-15,1.0,3.4893444954175926e-15,True,False,0.12
pew_w154_diff1_uniform_n96_043,43,0.0187801428207103,hobbies,0,0,1.0,1.0,2.2657911417532154e-16,0.9999999999999998,True,False,0.89
pew_w154_diff1_uniform_n96_055,55,0.014395222230593,hobbies,1,1,1.0,1.7859335967941865e-14,1.0,1.7859335967941547e-14,True,False,0.12
pew_w154_diff1_uniform_n96_087,87,0.0133646556052807,hobbies,1,1,1.0,,1.0,0.0,False,False,0.08
pew_w154_diff1_uniform_n96_023,23,0.0115847666722954,hobbies,1,1,1.0,2.6244102625630774e-13,1.0,2.624410262562389e-13,True,False,0.14
pew_w154_diff1_uniform_n96_092,92,0.011328203034038,hobbies,1,1,1.0,,1.0,0.0,False,False,0.18
pew_w154_diff1_uniform_n96_059,59,0.0111531188915796,hobbies,1,1,1.0,4.217811121598751e-14,1.0,4.217811121598573e-14,True,False,0.18
pew_w154_diff1_uniform_n96_011,11,0.0111352775300837,hobbies,0,0,1.0,1.0,2.3292965262277477e-14,0.9999999999999767,True,False,0.86
pew_w154_diff1_uniform_n96_056,56,0.0111308618884015,hobbies,1,1,1.0,3.2271161154894686e-15,1.0,3.227116115489458e-15,True,False,0.08
pew_w154_diff1_uniform_n96_091,91,0.0106699792171772,hobbies,1,1,1.0,,1.0,0.0,False,False,0.18
pew_w154_diff1_uniform_n96_044,44,0.008850369560381,hobbies,0,0,1.0,1.0,1.5851061788728776e-15,0.9999999999999984,True,False,0.87
pew_w154_diff1_uniform_n96_012,12,0.0087307126454244,hobbies,0,0,1.0,1.0,3.1704118097957375e-16,0.9999999999999998,True,False,0.86
pew_w154_diff1_uniform_n96_019,19,0.0081571308820804,hobbies,1,1,1.0,5.3318128479527204e-14,1.0,5.3318128479524364e-14,True,False,0.08
pew_w154_diff1_uniform_n96_076,76,0.0074029290592638,hobbies,0,0,1.0,1.0,8.84101239939642e-15,0.9999999999999911,True,False,0.86
pew_w154_diff1_uniform_n96_088,88,0.0073862926575153,hobbies,1,1,1.0,,1.0,0.0,False,False,0.13
pew_w154_diff1_uniform_n96_039,39,0.0061570582094718,hobbies,0,0,1.0,1.0,2.141981229515697e-13,0.9999999999997857,True,False,0.82
pew_w154_diff1_uniform_n96_083,83,0.0060543409387863,hobbies,1,1,1.0,1.480590954879035e-14,1.0,1.480590954879013e-14,True,False,0.08
pew_w154_diff1_uniform_n96_008,8,0.0058918577894763,hobbies,0,0,1.0,1.0,,1.0,False,False,0.86
pew_w154_diff1_uniform_n96_071,71,0.0056991318413578,hobbies,0,0,1.0,1.0,5.619689396832023e-15,0.9999999999999944,True,False,0.84
pew_w154_diff1_uniform_n96_024,24,0.0054992774236426,hobbies,1,1,1.0,,1.0,0.0,False,False,0.18
pew_w154_diff1_uniform_n96_007,7,0.0054886115649582,hobbies,0,0,1.0,1.0,2.35604999983441e-16,0.9999999999999998,True,False,0.82
pew_w154_diff1_uniform_n96_051,51,0.005487607358273,hobbies,1,1,1.0,8.083752709220185e-13,1.0,8.08375270921365e-13,True,False,0.12
pew_w154_diff1_uniform_repair_r1_156,156,0.0054100390412683,hobbies,0,0,1.0,1.0,2.9818852775393173e-08,0.9999999701811482,True,False,0.62
pew_w154_diff1_uniform_n96_084,84,0.0050222466151663,hobbies,1,1,1.0,1.0587626658557744e-10,1.0,1.0587626657436767e-10,True,False,0.12
pew_w154_diff1_uniform_n96_040,40,0.0047330916148842,hobbies,0,0,1.0,1.0,2.9738464292360547e-13,0.9999999999997027,True,False,0.86
pew_w154_diff1_uniform_n96_072,72,0.0046161984956349,hobbies,0,0,1.0,1.0,3.1523600511909025e-15,0.9999999999999969,True,False,0.78
pew_w154_diff1_uniform_n96_003,3,0.0046073054481784,hobbies,0,0,1.0,1.0,4.759351825723573e-16,0.9999999999999996,True,False,0.88
pew_w154_diff1_uniform_n96_020,20,0.0044265090362231,hobbies,1,1,1.0,,1.0,0.0,False,False,0.08
pew_w154_diff1_uniform_n96_035,35,0.0043118268794046,hobbies,0,0,1.0,1.0,2.3426350719292957e-15,0.9999999999999976,True,False,0.91
pew_w154_diff1_uniform_n96_075,75,0.0042496392574908,hobbies,0,0,1.0,1.0,3.794486104729228e-16,0.9999999999999996,True,False,0.75
pew_w154_diff1_uniform_n96_067,67,0.0041504933360101,hobbies,0,0,1.0,1.0,4.712396458674904e-17,1.0,True,False,0.91
pew_w154_diff1_uniform_repair_r1_106,106,0.0039660347661809,hobbies,1,1,1.0,5.197363069303786e-15,1.0,5.197363069303759e-15,True,False,0.35
pew_w154_diff1_uniform_repair_r2_186,186,0.0036943788349847,hobbies,0,0,1.0,1.0,4.5797578059391756e-12,0.9999999999954203,True,False,0.64
pew_w154_diff1_uniform_repair_r1_140,140,0.0036802992924425,hobbies,1,1,1.0,4.799544972039692e-12,1.0,4.799544972016657e-12,True,False,0.34
pew_w154_diff1_uniform_repair_r2_163,163,0.0035390805918999,hobbies,0,0,1.0,1.0,9.382918327331486e-09,0.9999999906170819,True,False,0.62
pew_w154_diff1_uniform_n96_052,52,0.0034733692693645,hobbies,1,1,1.0,8.878265478459658e-13,1.0,8.878265478451776e-13,True,False,0.12
pew_w154_diff1_uniform_repair_r2_176,176,0.0032129114947282,hobbies,0,0,1.0,1.0,1.3404176023041048e-13,0.9999999999998659,True,False,0.63
pew_w154_diff1_uniform_repair_r1_125,125,0.003208154294005,hobbies,0,0,0.9928785833886976,0.9928785833886976,0.007121429257239656,0.9928785708328176,True,False,0.64
pew_w154_diff1_uniform_repair_r1_133,133,0.0028989105631291,hobbies,1,1,1.0,7.879908577139536e-14,1.0,7.879908577138915e-14,True,False,0.35
pew_w154_diff1_uniform_repair_r1_101,101,0.0022275733773543,hobbies,1,1,1.0,6.993816453757371e-15,1.0,6.993816453757323e-15,True,False,0.34
pew_w154_diff1_uniform_repair_r1_159,159,0.0021193647012399,hobbies,1,1,1.0,3.753639602428471e-10,1.0,3.7536396010194897e-10,True,False,0.32
pew_w154_diff1_uniform_repair_r1_134,134,0.0020838573844297,hobbies,0,0,1.0,1.0,8.703945206726412e-15,0.9999999999999913,True,False,0.62
pew_w154_diff1_uniform_repair_r2_191,191,0.0020359978056349,hobbies,1,1,0.999994799847051,5.014736058362573e-06,0.999994799847051,5.014736988179513e-06,True,False,0.34
pew_w154_diff1_uniform_repair_r2_171,171,0.0019123490434465,hobbies,0,0,1.0,1.0,1.0277338255280365e-13,0.9999999999998972,True,False,0.62
pew_w154_diff1_uniform_repair_r1_100,100,0.0018853317938583,hobbies,1,1,1.0,6.06719333997777e-12,1.0,6.0671933399409595e-12,True,False,0.36
pew_w154_diff1_uniform_repair_r2_206,206,0.0018505883753244,hobbies,1,1,0.9999897933314713,1.0129987330277146e-05,0.9999897933314713,1.0129988107056774e-05,True,False,0.34
pew_w154_diff1_uniform_repair_r1_122,122,0.0018264075391009,hobbies,1,1,1.0,3.701011678592672e-13,1.0,3.7010116785913024e-13,True,False,0.34
pew_w154_diff1_uniform_repair_r2_177,177,0.0017587903621675,hobbies,0,0,1.0,1.0,5.914199822605245e-13,0.9999999999994085,True,False,0.66
pew_w154_diff1_uniform_repair_r2_201,201,0.0016596225731553,hobbies,1,1,1.0,7.2049703621281956e-12,1.0,7.204970362076284e-12,True,False,0.36
pew_w154_diff1_uniform_repair_r2_200,200,0.0015963799911749,hobbies,0,0,1.0,1.0,1.9555681087850496e-08,0.9999999804443193,True,False,0.67
pew_w154_diff1_uniform_repair_r1_145,145,0.0015875702703089,hobbies,0,0,1.0,1.0,2.293184130800292e-14,0.9999999999999771,True,False,0.68
pew_w154_diff1_uniform_repair_r1_136,136,0.0015299211252554,hobbies,1,1,0.9997761045332685,0.00022341621001507533,0.9997761045332685,0.00022341631708884587,True,False,0.34
pew_w154_diff1_uniform_repair_r2_193,193,0.0015297238283254,hobbies,1,1,1.0,1.5493120952996833e-11,1.0,1.5493120952756796e-11,True,False,0.34
pew_w154_diff1_uniform_repair_r1_131,131,0.0015054152883513,hobbies,0,0,1.0,1.0,1.164574994561546e-13,0.9999999999998836,True,False,0.68
pew_w154_diff1_uniform_repair_r1_137,137,0.0014754801662943,hobbies,0,0,1.0,1.0,5.813750746394198e-10,0.9999999994186248,True,False,0.62
pew_w154_diff1_uniform_repair_r1_149,149,0.0014694082145632,hobbies,1,1,1.0,2.7936701824255604e-13,1.0,2.79367018242478e-13,True,False,0.35
pew_w154_diff1_uniform_repair_r1_151,151,0.0014633930484179,hobbies,1,1,1.0,5.5325641882581984e-15,1.0,5.532564188258168e-15,True,False,0.34
pew_w154_diff1_uniform_repair_r1_121,121,0.0014612585808613,hobbies,1,1,0.9999998063873693,9.476411813694775e-08,0.9999998063873693,9.47641275042408e-08,True,False,0.31
pew_w154_diff1_uniform_repair_r1_099,99,0.0014581478881164,hobbies,0,0,1.0,1.0,1.3066169316755169e-14,0.9999999999999869,True,False,0.62
pew_w154_diff1_uniform_repair_r2_195,195,0.00137436203964,hobbies,0,0,1.0,1.0,1.6076461907663546e-12,0.9999999999983924,True,False,0.62
pew_w154_diff1_uniform_repair_r2_192,192,0.0013693756223403,hobbies,0,0,0.9697852580425702,0.9697852580425702,0.0302145810035086,0.9697854141333353,True,False,0.66
pew_w154_diff1_uniform_repair_r1_128,128,0.0013168141245853,hobbies,0,0,1.0,1.0,3.331544542166412e-11,0.9999999999666846,True,False,0.66
pew_w154_diff1_uniform_repair_r2_185,185,0.0011779998561015,hobbies,1,1,1.0,1.5893910094516368e-10,1.0,1.5893910091990205e-10,True,False,0.34
pew_w154_diff1_uniform_repair_r1_104,104,0.001163302196808,hobbies,0,0,1.0,1.0,2.3195228302435696e-16,0.9999999999999998,True,False,0.64
pew_w154_diff1_uniform_repair_r1_144,144,0.0011169335939018,hobbies,0,0,1.0,1.0,1.0664296591657927e-14,0.9999999999999893,True,False,0.64
pew_w154_diff1_uniform_repair_r1_119,119,0.0011072771335717,hobbies,0,0,0.9953904154299006,0.9953904154299006,0.0046095728882940765,0.9953904270578577,True,False,0.64
pew_w154_diff1_uniform_repair_r2_164,164,0.0010772820923781,hobbies,1,1,1.0,,1.0,0.0,False,False,0.36
pew_w154_diff1_uniform_repair_r1_111,111,0.0010269176388904,hobbies,0,0,1.0,1.0,8.083752709220185e-13,0.9999999999991915,True,False,0.66
pew_w154_diff1_uniform_repair_r2_194,194,0.0010054006663015,hobbies,1,1,0.989347172668201,0.010652509693960128,0.989347172668201,0.01065251307760136,True,False,0.64
pew_w154_diff1_uniform_repair_r1_127,127,0.0009895544192039,hobbies,1,1,1.0,1.7309861965808005e-14,1.0,1.7309861965807705e-14,True,False,0.36
pew_w154_diff1_uniform_repair_r1_154,154,0.0009488470636967,hobbies,0,0,1.0,1.0,5.6910276431061254e-09,0.9999999943089724,True,False,0.64
pew_w154_diff1_uniform_repair_r1_102,102,0.0008576292829224,hobbies,0,0,1.0,1.0,2.956913878801265e-12,0.999999999997043,True,False,0.64
pew_w154_diff1_uniform_repair_r2_203,203,0.0006088369809471,hobbies,0,0,0.9998439111836795,0.9998439111836795,0.000155980212362864,0.999844019770697,True,False,0.66
pew_w154_diff1_uniform_repair_r2_198,198,0.0004864077417635,hobbies,0,0,0.9777134962453884,0.9777134962453884,0.022286176915895482,0.9777138158001166,True,False,0.68
pew_w154_diff1_uniform_repair_r1_113,113,0.0003426479869633,hobbies,0,0,1.0,1.0,3.4767787164951853e-13,0.9999999999996523,True,False,0.68
pew_w154_diff1_uniform_n96_004,4,0.0001763408661532,hobbies,0,0,1.0,1.0,,1.0,False,False,0.88
pew_w154_diff1_uniform_n96_068,68,0.0001674958290724,hobbies,0,0,1.0,1.0,,1.0,False,False,0.88
pew_w154_diff1_uniform_repair_r1_129,129,0.0001146670167634,hobbies,0,0,1.0,1.0,5.838247954001798e-08,0.9999999416175239,True,False,0.64
pew_w154_diff1_uniform_repair_r1_115,115,0.0001138896358965,hobbies,0,0,1.0,1.0,2.3125502732234879e-10,0.999999999768745,True,False,0.68
pew_w154_diff1_uniform_repair_r1_118,118,0.0001115538127018,hobbies,0,0,1.0,1.0,3.18377086829241e-14,0.9999999999999682,True,False,0.63
pew_w154_diff1_uniform_repair_r1_150,150,0.0001114710322444,hobbies,1,1,1.0,1.3251968612554561e-11,1.0,1.3251968612378945e-11,True,False,0.35
pew_w154_diff1_uniform_repair_r1_103,103,0.0001093309830407,hobbies,0,0,1.0,1.0,2.8419387789485617e-16,0.9999999999999998,True,False,0.64
pew_w154_diff1_uniform_repair_r2_199,199,0.0001063579397328,hobbies,0,0,0.961533668892604,0.961533668892604,0.03846619103958837,0.9615338035725358,True,False,0.62
pew_w154_diff1_uniform_repair_r1_160,160,0.0001056399238845,hobbies,0,0,1.0,1.0,3.8403607285596065e-14,0.9999999999999616,True,False,0.66
pew_w154_diff1_uniform_repair_r2_208,208,0.0001040428409499,hobbies,0,0,1.0,1.0,1.049896199765615e-14,0.9999999999999896,True,False,0.62
pew_w154_diff1_uniform_repair_r1_135,135,0.0001025133561197,hobbies,1,1,1.0,2.3125502732234879e-10,1.0,2.312550272688699e-10,True,False,0.35
pew_w154_diff1_uniform_repair_r2_181,181,0.0001009259024983,hobbies,1,1,0.9999958726751765,4.092912188724313e-06,0.9999958726751765,4.09291232957221e-06,True,False,0.66
pew_w154_diff1_uniform_repair_r2_184,184,9.52882851357042e-05,hobbies,1,1,1.0,6.663508288672191e-12,1.0,6.663508288627788e-12,True,False,0.38
pew_w154_diff1_uniform_repair_r1_124,124,9.405244945546864e-05,hobbies,1,1,1.0,8.569003043912456e-15,1.0,8.569003043912382e-15,True,False,0.35
pew_w154_diff1_uniform_repair_r1_112,112,9.251480410574972e-05,hobbies,0,0,1.0,1.0,2.222630272345391e-14,0.9999999999999778,True,False,0.66
pew_w154_diff1_uniform_repair_r2_174,174,9.196186775914614e-05,hobbies,1,1,1.0,3.1923771805723365e-09,1.0,3.1923771703810644e-09,True,False,0.64
pew_w154_diff1_uniform_repair_r1_130,130,9.187122400982644e-05,hobbies,0,0,0.9964064013024616,0.9964064013024616,0.003593602418046988,0.9964063975953231,True,False,0.66
pew_w154_diff1_uniform_repair_r2_202,202,9.183081183230188e-05,hobbies,0,0,0.9553191876402632,0.9553191876402632,0.04468086931939046,0.9553191332256162,True,False,0.62
pew_w154_diff1_uniform_repair_r2_175,175,9.040632243448807e-05,hobbies,0,0,1.0,1.0,2.335593038799337e-09,0.999999997664407,True,False,0.62
pew_w154_diff1_uniform_repair_r1_107,107,9.015127051346175e-05,hobbies,0,0,0.9999998063873693,0.9999998063873693,9.329493666178467e-08,0.999999906705054,True,False,0.64
pew_w154_diff1_uniform_repair_r1_146,146,8.895097398562335e-05,hobbies,1,1,0.9999993295729128,5.285513081932197e-07,0.9999993295729128,5.28551383181859e-07,True,False,0.35
pew_w154_diff1_uniform_repair_r1_109,109,8.882530881502893e-05,hobbies,1,1,1.0,3.638152252920245e-10,1.0,3.63815225159663e-10,True,False,0.39
pew_w154_diff1_uniform_repair_r2_205,205,8.830240867123327e-05,hobbies,1,1,1.0,5.2491507515891125e-14,1.0,5.2491507515888374e-14,True,False,0.33
pew_w154_diff1_uniform_repair_r1_108,108,8.731798411050089e-05,hobbies,1,1,0.9999770387510999,2.2827995824901144e-05,0.9999770387510999,2.2827998866802195e-05,True,False,0.36
pew_w154_diff1_uniform_repair_r2_167,167,8.730336009390633e-05,hobbies,1,1,1.0,9.585254518128858e-10,1.0,9.585254508941148e-10,True,False,0.64
pew_w154_diff1_uniform_repair_r1_117,117,8.71703381642841e-05,hobbies,0,0,1.0,1.0,1.551645998380443e-14,0.9999999999999845,True,False,0.63
pew_w154_diff1_uniform_repair_r2_180,180,8.615660034145527e-05,hobbies,1,1,1.0,1.0664296591657927e-14,1.0,1.0664296591657813e-14,True,False,0.35
pew_w154_diff1_uniform_repair_r2_165,165,8.588877372592587e-05,hobbies,1,1,1.0,2.423531878049321e-10,1.0,2.42353187746197e-10,True,False,0.35
pew_w154_diff1_uniform_repair_r2_190,190,8.56081736800548e-05,hobbies,1,1,0.9999068318687406,9.314590156782071e-05,0.9999068318687406,9.314590363842542e-05,True,False,0.38
pew_w154_diff1_uniform_repair_r1_126,126,8.557309785413383e-05,hobbies,1,1,1.0,3.5114221133765118e-12,1.0,3.5114221133641816e-12,True,False,0.34
pew_w154_diff1_uniform_repair_r1_155,155,8.49774354506346e-05,hobbies,0,0,1.0,1.0,4.799544972039692e-12,0.9999999999952005,True,False,0.62
pew_w154_diff1_uniform_repair_r1_132,132,8.427612781620585e-05,hobbies,0,0,1.0,1.0,3.284834604348388e-14,0.9999999999999671,True,False,0.64
pew_w154_diff1_uniform_repair_r1_153,153,8.379839355600743e-05,hobbies,0,0,0.9999925349917576,0.9999925349917576,7.411278255669067e-06,0.9999925887213461,True,False,0.65
pew_w154_diff1_uniform_repair_r1_148,148,8.315909180810292e-05,hobbies,1,1,1.0,4.944450501938644e-09,1.0,4.944450477491054e-09,True,False,0.38
pew_w154_diff1_uniform_repair_r2_204,204,8.254753202153308e-05,hobbies,1,1,0.999980972389532,1.8925145442106525e-05,0.999980972389532,1.892514738127224e-05,True,False,0.35
pew_w154_diff1_uniform_repair_r1_098,98,8.254753202153308e-05,hobbies,1,1,1.0,2.894496058844479e-11,1.0,2.8944960587606976e-11,True,False,0.35
pew_w154_diff1_uniform_repair_r2_182,182,8.077189375239002e-05,hobbies,1,1,1.0,9.212546471663124e-14,1.0,9.212546471662274e-14,True,False,0.34
pew_w154_diff1_uniform_repair_r2_179,179,7.979299412890043e-05,hobbies,1,1,0.9999998063873693,6.615601637697701e-08,0.9999998063873693,6.615602480899994e-08,True,False,0.32
pew_w154_diff1_uniform_repair_r1_143,143,7.934585000512638e-05,hobbies,1,1,0.9996077729353549,0.0003920416644415373,0.9996077729353549,0.0003920417371261552,True,False,0.37
pew_w154_diff1_uniform_repair_r2_172,172,7.83535809555349e-05,hobbies,1,1,1.0,,1.0,0.0,False,False,0.37
pew_w154_diff1_uniform_repair_r2_166,166,7.65279505717956e-05,hobbies,1,1,1.0,6.522847560057564e-11,1.0,6.522847559632088e-11,True,False,0.34
pew_w154_diff1_uniform_repair_r1_105,105,7.63787697154655e-05,hobbies,1,1,0.9999956342685238,4.289331055200469e-06,0.9999956342685238,4.289331382907193e-06,True,False,0.34
pew_w154_diff1_uniform_repair_r1_116,116,7.599690535430248e-05,hobbies,1,1,1.0,1.3168648552822388e-14,1.0,1.3168648552822216e-14,True,False,0.32
pew_w154_diff1_uniform_repair_r1_142,142,7.465092095269793e-05,hobbies,1,1,1.0,1.8113293494883847e-11,1.0,1.8113293494555756e-11,True,False,0.38
pew_w154_diff1_uniform_repair_r2_197,197,7.264593159473261e-05,hobbies,0,0,1.0,1.0,7.835041785064389e-13,0.9999999999992164,True,False,0.62
pew_w154_diff1_uniform_repair_r2_169,169,7.219228394408533e-05,hobbies,1,1,1.0,6.233520752065085e-14,1.0,6.233520752064696e-14,True,False,0.36
pew_w154_diff1_uniform_repair_r1_147,147,7.193894678594306e-05,hobbies,1,1,1.0,6.943535084047157e-11,1.0,6.94353508356503e-11,True,False,0.34
pew_w154_diff1_uniform_repair_r2_168,168,7.190426819156345e-05,hobbies,1,1,1.0,1.2396836287050622e-13,1.0,1.2396836287049087e-13,True,False,0.38
pew_w154_diff1_uniform_repair_r2_161,161,7.066712654737161e-05,hobbies,1,1,1.0,1.8293778382344208e-10,1.0,1.8293778378997582e-10,True,False,0.36
pew_w154_diff1_uniform_repair_r1_139,139,7.058931619627111e-05,hobbies,1,1,1.0,1.992352899622315e-14,1.0,1.9923528996222752e-14,True,False,0.36
pew_w154_diff1_uniform_repair_r1_158,158,7.055909653109892e-05,hobbies,1,1,1.0,9.304342334940616e-13,1.0,9.30434233493196e-13,True,False,0.34
pew_w154_diff1_uniform_repair_r2_196,196,6.972405083236456e-05,hobbies,1,1,1.0,1.19973527697938e-10,1.0,1.1997352768354434e-10,True,False,0.35
pew_w154_diff1_uniform_repair_r1_157,157,6.924829820986709e-05,hobbies,1,1,1.0,8.777450792367426e-11,1.0,8.77745079159699e-11,True,False,0.32
pew_w154_diff1_uniform_repair_r1_123,123,6.807369040043322e-05,hobbies,1,1,1.0,4.827029214271343e-13,1.0,4.827029214269013e-13,True,False,0.38
pew_w154_diff1_uniform_repair_r2_189,189,6.724254263677317e-05,hobbies,1,1,0.884038863159839,0.11596065816356141,0.884038863159839,0.11596071367124151,True,False,0.64
pew_w154_diff1_uniform_repair_r2_187,187,6.630436649284208e-05,hobbies,0,0,1.0,1.0,2.0037619623612107e-15,0.999999999999998,True,False,0.66
pew_w154_diff1_uniform_repair_r1_114,114,6.559020403286749e-05,hobbies,1,1,1.0,3.18377086829241e-14,1.0,3.183770868292309e-14,True,False,0.34
pew_w154_diff1_uniform_n96_013,13,6.554605942325336e-05,hobbies,0,0,1.0,1.0,3.4966882347904984e-14,0.9999999999999651,True,False,0.84
pew_w154_diff1_uniform_n96_036,36,6.029632846043789e-05,hobbies,0,0,1.0,1.0,,1.0,False,False,0.96
pew_w154_diff1_uniform_n96_025,25,5.651981271695444e-05,hobbies,1,1,1.0,3.7808214540824266e-14,1.0,3.780821454082284e-14,True,False,0.18
pew_w154_diff1_uniform_repair_r1_141,141,5.562281903528413e-05,hobbies,0,0,1.0,1.0,2.3160339278231403e-13,0.9999999999997684,True,False,0.68
pew_w154_diff1_uniform_repair_r2_188,188,5.557723444535962e-05,hobbies,1,1,0.6992542637902536,0.30074550233798586,0.6992542637902536,0.30074557267388247,True,False,0.36
pew_w154_diff1_uniform_repair_r1_120,120,5.4929618656075535e-05,hobbies,0,0,1.0,1.0,5.5876918890911275e-14,0.999999999999944,True,False,0.66
pew_w154_diff1_uniform_n96_014,14,5.154576566668687e-05,hobbies,0,0,1.0,1.0,2.853913761591079e-14,0.9999999999999714,True,False,0.78
pew_w154_diff1_uniform_repair_r2_207,207,5.067543206217088e-05,hobbies,0,0,0.8080671125627974,0.8080671125627974,0.1919327538799545,0.8080672204860316,True,False,0.34
pew_w154_diff1_uniform_n96_089,89,4.965929411102292e-05,hobbies,1,1,1.0,1.3537738216007265e-12,1.0,1.3537738215988938e-12,True,False,0.18
pew_w154_diff1_uniform_repair_r2_162,162,4.96176106320903e-05,hobbies,1,1,1.0,6.032647824709456e-11,1.0,6.032647824345528e-11,True,False,0.34
pew_w154_diff1_uniform_repair_r1_110,110,4.9032648223635306e-05,hobbies,0,0,0.98934740486137,0.98934740486137,0.010652509693960128,0.9893474893958396,True,False,0.67
pew_w154_diff1_uniform_n96_077,77,4.759177349097291e-05,hobbies,0,0,1.0,1.0,1.8716423396395084e-14,0.9999999999999813,True,False,0.89
pew_w154_diff1_uniform_repair_r2_178,178,4.658213119058625e-05,hobbies,1,1,0.9940887434542375,0.0059110665813754066,0.9940887434542375,0.00591106770426776,True,False,0.64
pew_w154_diff1_uniform_n96_045,45,4.293538384040638e-05,hobbies,0,0,1.0,1.0,1.0234214686210202e-15,0.9999999999999989,True,False,0.88
pew_w154_diff1_uniform_n96_038,38,4.2416732102528e-05,hobbies,0,0,1.0,1.0,5.2792096283383845e-15,0.9999999999999947,True,False,0.78
pew_w154_diff1_uniform_n96_058,58,4.202725253580411e-05,hobbies,1,1,1.0,,1.0,0.0,False,False,0.18
pew_w154_diff1_uniform_n96_026,26,4.172518067902013e-05,hobbies,1,1,1.0,,1.0,0.0,False,False,0.18
pew_w154_diff1_uniform_repair_r2_183,183,4.12984702160961e-05,hobbies,0,0,1.0,1.0,1.0770558016215141e-13,0.9999999999998923,True,False,0.68
pew_w154_diff1_uniform_repair_r1_097,97,4.107767995173244e-05,hobbies,0,0,0.9992903233093213,0.9992903233093213,0.00070967033651176,0.9992903296589788,True,False,0.64
pew_w154_diff1_uniform_n96_094,94,4.044519873393532e-05,hobbies,1,1,1.0,,1.0,0.0,False,False,0.16
pew_w154_diff1_uniform_n96_078,78,4.006075288281983e-05,hobbies,0,0,1.0,1.0,5.5325641882581984e-15,0.9999999999999944,True,False,0.88
pew_w154_diff1_uniform_repair_r2_173,173,3.866691846471481e-05,hobbies,0,0,1.0,1.0,4.489836567703993e-14,0.9999999999999551,True,False,0.68
pew_w154_diff1_uniform_n96_093,93,3.7501261328267e-05,hobbies,1,1,1.0,2.0237278924874058e-14,1.0,2.0237278924873647e-14,True,False,0.12
pew_w154_diff1_uniform_repair_r1_138,138,3.594863848148939e-05,hobbies,0,0,1.0,1.0,4.420228103641173e-14,0.9999999999999558,True,False,0.66
pew_w154_diff1_uniform_n96_022,22,3.512836689177678e-05,hobbies,1,1,1.0,1.1621291559090872e-14,1.0,1.1621291559090738e-14,True,False,0.16
pew_w154_diff1_uniform_n96_057,57,3.457655888212043e-05,hobbies,1,1,1.0,3.284834604348388e-14,1.0,3.2848346043482803e-14,True,False,0.12
pew_w154_diff1_uniform_n96_009,9,3.4433618626709064e-05,hobbies,0,0,1.0,1.0,9.12165625869508e-15,0.9999999999999909,True,False,0.86
pew_w154_diff1_uniform_n96_053,53,3.414721374691517e-05,hobbies,1,1,1.0,5.5325641882581984e-15,1.0,5.532564188258168e-15,True,False,0.12
pew_w154_diff1_uniform_repair_r2_170,170,3.3802191799384906e-05,hobbies,0,0,0.9999995679801056,0.9999995679801056,3.576360456247403e-07,0.9999996423639277,True,False,0.66
