job_id,support_id,weight,item,probabilities,draw,expected_option_index,observed_option_index,correct
pew_w154_diff1_uniform_n96_079,79,0.0302408941751202,workplace,"[0.86, 0.14]",0.7545855404238528,0,0,True
pew_w154_diff1_uniform_n96_060,60,0.0264616432810531,hobbies,"[0.08, 0.92]",0.7891926789520693,1,1,True
pew_w154_diff1_uniform_n96_060,60,0.0264616432810531,physical_abilities,"[0.04, 0.96]",0.3657356102414143,1,1,True
pew_w154_diff1_uniform_n96_060,60,0.0264616432810531,parenting,"[0.82, 0.18]",0.1766066505706102,0,0,True
pew_w154_diff1_uniform_n96_060,60,0.0264616432810531,feelings,"[0.07, 0.93]",0.2170847119685192,1,1,True
pew_w154_diff1_uniform_n96_060,60,0.0264616432810531,workplace,"[0.18, 0.82]",0.67631709539075,1,1,True
pew_w154_diff1_uniform_n96_048,48,0.0251677917071135,hobbies,"[0.86, 0.14]",0.2271776576798762,0,0,True
pew_w154_diff1_uniform_n96_048,48,0.0251677917071135,physical_abilities,"[0.08, 0.92]",0.7401822370487434,1,1,True
pew_w154_diff1_uniform_n96_048,48,0.0251677917071135,parenting,"[0.16, 0.84]",0.7113606067690867,1,1,True
pew_w154_diff1_uniform_n96_048,48,0.0251677917071135,feelings,"[0.1, 0.9]",0.5319965326949919,1,1,True
pew_w154_diff1_uniform_n96_048,48,0.0251677917071135,workplace,"[0.18, 0.82]",0.4681877867452656,1,1,True
pew_w154_diff1_uniform_n96_016,16,0.0207836823703215,hobbies,"[0.86, 0.14]",0.5006419979441338,0,0,True
pew_w154_diff1_uniform_n96_016,16,0.0207836823703215,physical_abilities,"[0.07, 0.93]",0.2768852814575474,1,1,True
pew_w154_diff1_uniform_n96_016,16,0.0207836823703215,parenting,"[0.18, 0.82]",0.2911703518197596,1,1,True
pew_w154_diff1_uniform_n96_016,16,0.0207836823703215,feelings,"[0.12, 0.88]",0.11045489583877588,0,0,True
pew_w154_diff1_uniform_n96_016,16,0.0207836823703215,workplace,"[0.2, 0.8]",0.6150809786683678,1,1,True
pew_w154_diff1_uniform_n96_080,80,0.0196765825424098,hobbies,"[0.82, 0.18]",0.2986283700067415,0,0,True
pew_w154_diff1_uniform_n96_080,80,0.0196765825424098,physical_abilities,"[0.06, 0.94]",0.34128396534431815,1,1,True
pew_w154_diff1_uniform_n96_080,80,0.0196765825424098,parenting,"[0.24, 0.76]",0.41025565941580566,1,1,True
pew_w154_diff1_uniform_n96_080,80,0.0196765825424098,feelings,"[0.13, 0.87]",0.4735569547212898,1,1,True
pew_w154_diff1_uniform_n96_080,80,0.0196765825424098,workplace,"[0.28, 0.72]",0.4328337220481807,1,1,True
pew_w154_diff1_uniform_n96_027,27,0.0192173996728194,hobbies,"[0.12, 0.88]",0.7258829724584352,1,1,True
pew_w154_diff1_uniform_n96_027,27,0.0192173996728194,physical_abilities,"[0.06, 0.94]",0.38801430769420575,1,1,True
pew_w154_diff1_uniform_n96_027,27,0.0192173996728194,parenting,"[0.82, 0.18]",0.5490244539903444,0,0,True
pew_w154_diff1_uniform_n96_027,27,0.0192173996728194,feelings,"[0.15, 0.85]",0.274921127239961,1,1,True
pew_w154_diff1_uniform_n96_027,27,0.0192173996728194,workplace,"[0.87, 0.13]",0.936329247193816,1,1,True
pew_w154_diff1_uniform_n96_028,28,0.0188153740264634,hobbies,"[0.12, 0.88]",0.9906198789992515,1,1,True
pew_w154_diff1_uniform_n96_028,28,0.0188153740264634,physical_abilities,"[0.06, 0.94]",0.6424040499257653,1,1,True
pew_w154_diff1_uniform_n96_028,28,0.0188153740264634,parenting,"[0.82, 0.18]",0.45171216999643526,0,0,True
pew_w154_diff1_uniform_n96_028,28,0.0188153740264634,feelings,"[0.1, 0.9]",0.2614213583282389,1,1,True
pew_w154_diff1_uniform_n96_028,28,0.0188153740264634,workplace,"[0.18, 0.82]",0.7237009789989493,1,1,True
pew_w154_diff1_uniform_n96_043,43,0.0187801428207103,hobbies,"[0.89, 0.11]",0.18010162833532195,0,0,True
pew_w154_diff1_uniform_n96_043,43,0.0187801428207103,physical_abilities,"[0.08, 0.92]",0.65824936157432,1,1,True
pew_w154_diff1_uniform_n96_043,43,0.0187801428207103,parenting,"[0.84, 0.16]",0.4211887984222631,0,0,True
pew_w154_diff1_uniform_n96_043,43,0.0187801428207103,feelings,"[0.13, 0.87]",0.8851863858748911,1,1,True
pew_w154_diff1_uniform_n96_043,43,0.0187801428207103,workplace,"[0.88, 0.12]",0.3652264259835829,0,0,True
pew_w154_diff1_uniform_n96_055,55,0.014395222230593,hobbies,"[0.12, 0.88]",0.08753614840633273,0,0,True
pew_w154_diff1_uniform_n96_055,55,0.014395222230593,physical_abilities,"[0.78, 0.22]",0.9541037452662756,1,1,True
pew_w154_diff1_uniform_n96_055,55,0.014395222230593,parenting,"[0.17, 0.83]",0.6083945177567528,1,1,True
pew_w154_diff1_uniform_n96_055,55,0.014395222230593,feelings,"[0.1, 0.9]",0.8587996386803296,1,1,True
pew_w154_diff1_uniform_n96_055,55,0.014395222230593,workplace,"[0.84, 0.16]",0.06982529945149307,0,0,True
pew_w154_diff1_uniform_n96_087,87,0.0133646556052807,hobbies,"[0.08, 0.92]",0.4603434569801994,1,1,True
pew_w154_diff1_uniform_n96_087,87,0.0133646556052807,physical_abilities,"[0.84, 0.16]",0.13748232061928478,0,0,True
pew_w154_diff1_uniform_n96_087,87,0.0133646556052807,parenting,"[0.18, 0.82]",0.2485205974415069,1,1,True
pew_w154_diff1_uniform_n96_087,87,0.0133646556052807,feelings,"[0.1, 0.9]",0.6322456673094559,1,1,True
pew_w154_diff1_uniform_n96_087,87,0.0133646556052807,workplace,"[0.88, 0.12]",0.2827844224725131,0,0,True
pew_w154_diff1_uniform_n96_023,23,0.0115847666722954,hobbies,"[0.14, 0.86]",0.6657540912138465,1,1,True
pew_w154_diff1_uniform_n96_023,23,0.0115847666722954,physical_abilities,"[0.78, 0.22]",0.8230153794326479,1,1,True
pew_w154_diff1_uniform_n96_023,23,0.0115847666722954,parenting,"[0.18, 0.82]",0.3307432004820383,1,1,True
pew_w154_diff1_uniform_n96_023,23,0.0115847666722954,feelings,"[0.12, 0.88]",0.6543129655908414,1,1,True
pew_w154_diff1_uniform_n96_023,23,0.0115847666722954,workplace,"[0.84, 0.16]",0.09375051488283626,0,0,True
pew_w154_diff1_uniform_n96_092,92,0.011328203034038,hobbies,"[0.18, 0.82]",0.4680529963127861,1,1,True
pew_w154_diff1_uniform_n96_092,92,0.011328203034038,physical_abilities,"[0.08, 0.92]",0.5289786489334337,1,1,True
pew_w154_diff1_uniform_n96_092,92,0.011328203034038,parenting,"[0.74, 0.26]",0.5606223193033973,0,0,True
pew_w154_diff1_uniform_n96_092,92,0.011328203034038,feelings,"[0.16, 0.84]",0.0554672451225281,0,0,True
pew_w154_diff1_uniform_n96_092,92,0.011328203034038,workplace,"[0.28, 0.72]",0.6960562334614475,1,1,True
pew_w154_diff1_uniform_n96_059,59,0.0111531188915796,hobbies,"[0.18, 0.82]",0.505198250742272,1,1,True
pew_w154_diff1_uniform_n96_059,59,0.0111531188915796,physical_abilities,"[0.08, 0.92]",0.1600905554091503,1,1,True
pew_w154_diff1_uniform_n96_059,59,0.0111531188915796,parenting,"[0.73, 0.27]",0.11427508875833325,0,0,True
pew_w154_diff1_uniform_n96_059,59,0.0111531188915796,feelings,"[0.2, 0.8]",0.15410961252036115,0,0,True
pew_w154_diff1_uniform_n96_059,59,0.0111531188915796,workplace,"[0.78, 0.22]",0.595283788587873,0,0,True
pew_w154_diff1_uniform_n96_011,11,0.0111352775300837,hobbies,"[0.86, 0.14]",0.789539331821599,0,0,True
pew_w154_diff1_uniform_n96_011,11,0.0111352775300837,physical_abilities,"[0.1, 0.9]",0.17247094386606376,1,1,True
pew_w154_diff1_uniform_n96_011,11,0.0111352775300837,parenting,"[0.78, 0.22]",0.9271807593605348,1,1,True
pew_w154_diff1_uniform_n96_011,11,0.0111352775300837,feelings,"[0.18, 0.82]",0.6941831464578452,1,1,True
pew_w154_diff1_uniform_n96_011,11,0.0111352775300837,workplace,"[0.84, 0.16]",0.24701654356254976,0,0,True
pew_w154_diff1_uniform_n96_056,56,0.0111308618884015,hobbies,"[0.08, 0.92]",0.5901437199520069,1,1,True
pew_w154_diff1_uniform_n96_056,56,0.0111308618884015,physical_abilities,"[0.88, 0.12]",0.2453512747164398,0,0,True
pew_w154_diff1_uniform_n96_056,56,0.0111308618884015,parenting,"[0.1, 0.9]",0.13279706734829455,1,1,True
pew_w154_diff1_uniform_n96_056,56,0.0111308618884015,feelings,"[0.06, 0.94]",0.7436667826255347,1,1,True
pew_w154_diff1_uniform_n96_056,56,0.0111308618884015,workplace,"[0.12, 0.88]",0.8553955149494759,1,1,True
pew_w154_diff1_uniform_n96_091,91,0.0106699792171772,hobbies,"[0.18, 0.82]",0.00942347744697758,0,0,True
pew_w154_diff1_uniform_n96_091,91,0.0106699792171772,physical_abilities,"[0.1, 0.9]",0.7188482860096497,1,1,True
pew_w154_diff1_uniform_n96_091,91,0.0106699792171772,parenting,"[0.74, 0.26]",0.7176571283853572,0,0,True
pew_w154_diff1_uniform_n96_091,91,0.0106699792171772,feelings,"[0.2, 0.8]",0.18814959725702696,0,0,True
pew_w154_diff1_uniform_n96_091,91,0.0106699792171772,workplace,"[0.78, 0.22]",0.8965120506691738,1,1,True
pew_w154_diff1_uniform_n96_044,44,0.008850369560381,hobbies,"[0.87, 0.13]",0.45168850725141574,0,0,True
pew_w154_diff1_uniform_n96_044,44,0.008850369560381,physical_abilities,"[0.08, 0.92]",0.7896232045103535,1,1,True
pew_w154_diff1_uniform_n96_044,44,0.008850369560381,parenting,"[0.82, 0.18]",0.19395034793385413,0,0,True
pew_w154_diff1_uniform_n96_044,44,0.008850369560381,feelings,"[0.16, 0.84]",0.7171355852379013,1,1,True
pew_w154_diff1_uniform_n96_044,44,0.008850369560381,workplace,"[0.24, 0.76]",0.3180941390004346,1,1,True
pew_w154_diff1_uniform_n96_012,12,0.0087307126454244,hobbies,"[0.86, 0.14]",0.02847165411151531,0,0,True
pew_w154_diff1_uniform_n96_012,12,0.0087307126454244,physical_abilities,"[0.08, 0.92]",0.09311001849966516,1,1,True
pew_w154_diff1_uniform_n96_012,12,0.0087307126454244,parenting,"[0.82, 0.18]",0.837072190316762,1,1,True
pew_w154_diff1_uniform_n96_012,12,0.0087307126454244,feelings,"[0.16, 0.84]",0.6703826033771775,1,1,True
pew_w154_diff1_uniform_n96_012,12,0.0087307126454244,workplace,"[0.22, 0.78]",0.5463103070709999,1,1,True
pew_w154_diff1_uniform_n96_019,19,0.0081571308820804,hobbies,"[0.08, 0.92]",0.27523366290330953,1,1,True
pew_w154_diff1_uniform_n96_019,19,0.0081571308820804,physical_abilities,"[0.82, 0.18]",0.3678324338441712,0,0,True
pew_w154_diff1_uniform_n96_019,19,0.0081571308820804,parenting,"[0.86, 0.14]",0.6956155355866988,0,0,True
pew_w154_diff1_uniform_n96_019,19,0.0081571308820804,feelings,"[0.1, 0.9]",0.49804296252822156,1,1,True
pew_w154_diff1_uniform_n96_019,19,0.0081571308820804,workplace,"[0.88, 0.12]",0.6446491847010546,0,0,True
pew_w154_diff1_uniform_n96_076,76,0.0074029290592638,hobbies,"[0.86, 0.14]",0.1597194276930094,0,0,True
pew_w154_diff1_uniform_n96_076,76,0.0074029290592638,physical_abilities,"[0.08, 0.92]",0.9418005444449419,1,1,True
pew_w154_diff1_uniform_n96_076,76,0.0074029290592638,parenting,"[0.78, 0.22]",0.2505324144984872,0,0,True
pew_w154_diff1_uniform_n96_076,76,0.0074029290592638,feelings,"[0.18, 0.82]",0.7395014099847239,1,1,True
pew_w154_diff1_uniform_n96_076,76,0.0074029290592638,workplace,"[0.24, 0.76]",0.9041712470871608,1,1,True
pew_w154_diff1_uniform_n96_088,88,0.0073862926575153,hobbies,"[0.13, 0.87]",0.21579868384189094,1,1,True
pew_w154_diff1_uniform_n96_088,88,0.0073862926575153,physical_abilities,"[0.82, 0.18]",0.48475398527920455,0,0,True
pew_w154_diff1_uniform_n96_088,88,0.0073862926575153,parenting,"[0.16, 0.84]",0.10059084873806567,0,0,True
pew_w154_diff1_uniform_n96_088,88,0.0073862926575153,feelings,"[0.11, 0.89]",0.4916339453991935,1,1,True
pew_w154_diff1_uniform_n96_088,88,0.0073862926575153,workplace,"[0.18, 0.82]",0.2516969508553476,1,1,True
pew_w154_diff1_uniform_n96_039,39,0.0061570582094718,hobbies,"[0.82, 0.18]",0.457195198237612,0,0,True
pew_w154_diff1_uniform_n96_039,39,0.0061570582094718,physical_abilities,"[0.68, 0.32]",0.22500817985926136,0,0,True
pew_w154_diff1_uniform_n96_039,39,0.0061570582094718,parenting,"[0.24, 0.76]",0.5164466016284571,1,1,True
pew_w154_diff1_uniform_n96_039,39,0.0061570582094718,feelings,"[0.18, 0.82]",0.13577617464046887,0,0,True
pew_w154_diff1_uniform_n96_039,39,0.0061570582094718,workplace,"[0.86, 0.14]",0.12606308922938936,0,0,True
pew_w154_diff1_uniform_n96_083,83,0.0060543409387863,hobbies,"[0.08, 0.92]",0.6216846774754274,1,1,True
pew_w154_diff1_uniform_n96_083,83,0.0060543409387863,physical_abilities,"[0.9, 0.1]",0.536280654924863,0,0,True
pew_w154_diff1_uniform_n96_083,83,0.0060543409387863,parenting,"[0.84, 0.16]",0.36804098729377077,0,0,True
pew_w154_diff1_uniform_n96_083,83,0.0060543409387863,feelings,"[0.12, 0.88]",0.9082337321657943,1,1,True
pew_w154_diff1_uniform_n96_083,83,0.0060543409387863,workplace,"[0.91, 0.09]",0.12428927847076787,0,0,True
pew_w154_diff1_uniform_n96_008,8,0.0058918577894763,hobbies,"[0.86, 0.14]",0.20453319029219408,0,0,True
pew_w154_diff1_uniform_n96_008,8,0.0058918577894763,physical_abilities,"[0.78, 0.22]",0.8637116895819943,1,1,True
pew_w154_diff1_uniform_n96_008,8,0.0058918577894763,parenting,"[0.18, 0.82]",0.15909355942889092,0,0,True
pew_w154_diff1_uniform_n96_008,8,0.0058918577894763,feelings,"[0.12, 0.88]",0.38787615005558107,1,1,True
pew_w154_diff1_uniform_n96_008,8,0.0058918577894763,workplace,"[0.2, 0.8]",0.8609851063865892,1,1,True
pew_w154_diff1_uniform_n96_071,71,0.0056991318413578,hobbies,"[0.84, 0.16]",0.41461203634529487,0,0,True
pew_w154_diff1_uniform_n96_071,71,0.0056991318413578,physical_abilities,"[0.72, 0.28]",0.611354737716949,0,0,True
pew_w154_diff1_uniform_n96_071,71,0.0056991318413578,parenting,"[0.24, 0.76]",0.07219843851785879,0,0,True
pew_w154_diff1_uniform_n96_071,71,0.0056991318413578,feelings,"[0.18, 0.82]",0.47215664034050886,1,1,True
pew_w154_diff1_uniform_n96_071,71,0.0056991318413578,workplace,"[0.86, 0.14]",0.19266320545725812,0,0,True
pew_w154_diff1_uniform_n96_024,24,0.0054992774236426,hobbies,"[0.18, 0.82]",0.5326463151394113,1,1,True
pew_w154_diff1_uniform_n96_024,24,0.0054992774236426,physical_abilities,"[0.76, 0.24]",0.18801798617407905,0,0,True
pew_w154_diff1_uniform_n96_024,24,0.0054992774236426,parenting,"[0.22, 0.78]",0.8273869865596079,1,1,True
pew_w154_diff1_uniform_n96_024,24,0.0054992774236426,feelings,"[0.15, 0.85]",0.10547531870985782,0,0,True
pew_w154_diff1_uniform_n96_024,24,0.0054992774236426,workplace,"[0.24, 0.76]",0.9009688528263788,1,1,True
pew_w154_diff1_uniform_n96_007,7,0.0054886115649582,hobbies,"[0.82, 0.18]",0.9845842073736457,1,1,True
pew_w154_diff1_uniform_n96_007,7,0.0054886115649582,physical_abilities,"[0.72, 0.28]",0.3085087245130351,0,0,True
pew_w154_diff1_uniform_n96_007,7,0.0054886115649582,parenting,"[0.27, 0.73]",0.8217801569065929,1,1,True
pew_w154_diff1_uniform_n96_007,7,0.0054886115649582,feelings,"[0.18, 0.82]",0.15739059427375013,0,0,True
pew_w154_diff1_uniform_n96_007,7,0.0054886115649582,workplace,"[0.84, 0.16]",0.9999011550773831,1,1,True
pew_w154_diff1_uniform_n96_051,51,0.005487607358273,hobbies,"[0.12, 0.88]",0.05469342559893586,0,0,True
pew_w154_diff1_uniform_n96_051,51,0.005487607358273,physical_abilities,"[0.82, 0.18]",0.05608697599661416,0,0,True
pew_w154_diff1_uniform_n96_051,51,0.005487607358273,parenting,"[0.84, 0.16]",0.09937324556201099,0,0,True
pew_w154_diff1_uniform_n96_051,51,0.005487607358273,feelings,"[0.14, 0.86]",0.04443263794107222,0,0,True
pew_w154_diff1_uniform_n96_051,51,0.005487607358273,workplace,"[0.87, 0.13]",0.28596176720120614,0,0,True
pew_w154_diff1_uniform_repair_r1_156,156,0.0054100390412683,hobbies,"[0.62, 0.38]",0.8369237995593267,1,1,True
pew_w154_diff1_uniform_repair_r1_156,156,0.0054100390412683,physical_abilities,"[0.27, 0.73]",0.6073589591889178,1,1,True
pew_w154_diff1_uniform_repair_r1_156,156,0.0054100390412683,parenting,"[0.34, 0.66]",0.8728841403141944,1,1,True
pew_w154_diff1_uniform_repair_r1_156,156,0.0054100390412683,feelings,"[0.25, 0.75]",0.3454702227854691,1,1,True
pew_w154_diff1_uniform_repair_r1_156,156,0.0054100390412683,workplace,"[0.68, 0.32]",0.06630973553710917,0,0,True
pew_w154_diff1_uniform_n96_084,84,0.0050222466151663,hobbies,"[0.12, 0.88]",0.8532112629655931,1,1,True
pew_w154_diff1_uniform_n96_084,84,0.0050222466151663,physical_abilities,"[0.82, 0.18]",0.38238888616019984,0,0,True
pew_w154_diff1_uniform_n96_084,84,0.0050222466151663,parenting,"[0.79, 0.21]",0.7856483687361915,0,0,True
pew_w154_diff1_uniform_n96_084,84,0.0050222466151663,feelings,"[0.1, 0.9]",0.8673324815799558,1,1,True
pew_w154_diff1_uniform_n96_084,84,0.0050222466151663,workplace,"[0.18, 0.82]",0.8863600624817226,1,1,True
pew_w154_diff1_uniform_n96_040,40,0.0047330916148842,hobbies,"[0.86, 0.14]",0.7721121267008336,0,0,True
pew_w154_diff1_uniform_n96_040,40,0.0047330916148842,physical_abilities,"[0.74, 0.26]",0.7837740804333959,1,1,True
pew_w154_diff1_uniform_n96_040,40,0.0047330916148842,parenting,"[0.22, 0.78]",0.9598476468390185,1,1,True
pew_w154_diff1_uniform_n96_040,40,0.0047330916148842,feelings,"[0.15, 0.85]",0.4509075142780957,1,1,True
pew_w154_diff1_uniform_n96_040,40,0.0047330916148842,workplace,"[0.27, 0.73]",0.8714741318398982,1,1,True
pew_w154_diff1_uniform_n96_072,72,0.0046161984956349,hobbies,"[0.78, 0.22]",0.1436668387870459,0,0,True
pew_w154_diff1_uniform_n96_072,72,0.0046161984956349,physical_abilities,"[0.62, 0.38]",0.7447830584512307,1,1,True
pew_w154_diff1_uniform_n96_072,72,0.0046161984956349,parenting,"[0.27, 0.73]",0.3323785554461347,1,1,True
pew_w154_diff1_uniform_n96_072,72,0.0046161984956349,feelings,"[0.18, 0.82]",0.013238582304640145,0,0,True
pew_w154_diff1_uniform_n96_072,72,0.0046161984956349,workplace,"[0.35, 0.65]",0.19080174753397539,0,0,True
pew_w154_diff1_uniform_n96_003,3,0.0046073054481784,hobbies,"[0.88, 0.12]",0.11443682384015952,0,0,True
pew_w154_diff1_uniform_n96_003,3,0.0046073054481784,physical_abilities,"[0.86, 0.14]",0.09504322911043472,0,0,True
pew_w154_diff1_uniform_n96_003,3,0.0046073054481784,parenting,"[0.87, 0.13]",0.953523955277786,1,1,True
pew_w154_diff1_uniform_n96_003,3,0.0046073054481784,feelings,"[0.12, 0.88]",0.8569124620217542,1,1,True
pew_w154_diff1_uniform_n96_003,3,0.0046073054481784,workplace,"[0.89, 0.11]",0.0398884933866821,0,0,True
pew_w154_diff1_uniform_n96_020,20,0.0044265090362231,hobbies,"[0.08, 0.92]",0.37731756059801413,1,1,True
pew_w154_diff1_uniform_n96_020,20,0.0044265090362231,physical_abilities,"[0.86, 0.14]",0.5335326213263764,0,0,True
pew_w154_diff1_uniform_n96_020,20,0.0044265090362231,parenting,"[0.88, 0.12]",0.3103708874154437,0,0,True
pew_w154_diff1_uniform_n96_020,20,0.0044265090362231,feelings,"[0.1, 0.9]",0.6887157678847524,1,1,True
pew_w154_diff1_uniform_n96_020,20,0.0044265090362231,workplace,"[0.15, 0.85]",0.084759544552371,0,0,True
pew_w154_diff1_uniform_n96_035,35,0.0043118268794046,hobbies,"[0.91, 0.09]",0.48320551317510885,0,0,True
pew_w154_diff1_uniform_n96_035,35,0.0043118268794046,physical_abilities,"[0.78, 0.22]",0.7811549437020522,1,1,True
pew_w154_diff1_uniform_n96_035,35,0.0043118268794046,parenting,"[0.84, 0.16]",0.5636693797306177,0,0,True
pew_w154_diff1_uniform_n96_035,35,0.0043118268794046,feelings,"[0.13, 0.87]",0.2654605958030788,1,1,True
pew_w154_diff1_uniform_n96_035,35,0.0043118268794046,workplace,"[0.89, 0.11]",0.5686400316349871,0,0,True
pew_w154_diff1_uniform_n96_075,75,0.0042496392574908,hobbies,"[0.75, 0.25]",0.8552749457485939,1,1,True
pew_w154_diff1_uniform_n96_075,75,0.0042496392574908,physical_abilities,"[0.25, 0.75]",0.4615372676911309,1,1,True
pew_w154_diff1_uniform_n96_075,75,0.0042496392574908,parenting,"[0.75, 0.25]",0.8157507503127218,1,1,True
pew_w154_diff1_uniform_n96_075,75,0.0042496392574908,feelings,"[0.25, 0.75]",0.9516904909593072,1,1,True
pew_w154_diff1_uniform_n96_075,75,0.0042496392574908,workplace,"[0.75, 0.25]",0.6788442160221417,0,0,True
pew_w154_diff1_uniform_n96_067,67,0.0041504933360101,hobbies,"[0.91, 0.09]",0.3589510850098582,0,0,True
pew_w154_diff1_uniform_n96_067,67,0.0041504933360101,physical_abilities,"[0.84, 0.16]",0.6673119558431193,0,0,True
pew_w154_diff1_uniform_n96_067,67,0.0041504933360101,parenting,"[0.88, 0.12]",0.8847668527742932,1,1,True
pew_w154_diff1_uniform_n96_067,67,0.0041504933360101,feelings,"[0.13, 0.87]",0.051037947747986756,0,0,True
pew_w154_diff1_uniform_n96_067,67,0.0041504933360101,workplace,"[0.92, 0.08]",0.2436566899553474,0,0,True
