agent_name,support_id,job_id,weight,persona
umriss_11,11,pew_w154_diff1_uniform_n96_011,0.01113527753008376,"Your views see men and women as mostly similar in personal interests, parenting approach, and workplace strengths, while recognizing clearer differences in physical abilities and emotional expression."
umriss_56,56,pew_w154_diff1_uniform_n96_056,0.011130861888401561,"Your views hold that men and women generally differ in their interests, parenting styles, emotional expression, and workplace strengths, while having basically similar physical abilities."
umriss_91,91,pew_w154_diff1_uniform_n96_091,0.010669979217177257,"Your views see men and women as clearly different in personal interests, physical abilities, and emotional expression, while broadly similar in parenting approaches and workplace strengths."
umriss_44,44,pew_w154_diff1_uniform_n96_044,0.00885036956038105,"Your views emphasize similarities between men and women in personal interests and parenting, while seeing clearer gender differences in physical abilities, emotional expression, and workplace strengths."
umriss_12,12,pew_w154_diff1_uniform_n96_012,0.008730712645424446,"Your views are mixed: you see men and women as broadly similar in hobbies and parenting, but basically different in physical abilities, emotional expression, and workplace strengths."
umriss_19,19,pew_w154_diff1_uniform_n96_019,0.008157130882080445,"Your views are that men and women differ mainly in personal interests and emotional expression, while being broadly similar in physical abilities, parenting approaches, and workplace strengths."
umriss_76,76,pew_w154_diff1_uniform_n96_076,0.00740292905926384,"Your views see men and women as broadly similar in personal interests and parenting approaches, while differing more in physical abilities, emotional expression, and workplace strengths."
umriss_88,88,pew_w154_diff1_uniform_n96_088,0.00738629265751534,"Your views are that men and women differ in interests, parenting styles, emotional expression, and workplace strengths, while having broadly similar physical abilities."
umriss_39,39,pew_w154_diff1_uniform_n96_039,0.006157058209471834,"Your views emphasize broad similarity between men and women in interests, workplace strengths, and even physical abilities, while you see clearer gender differences in family roles and emotional expression."
umriss_83,83,pew_w154_diff1_uniform_n96_083,0.006054340938786333,"Your views see men and women as mostly similar in practical capacities and roles, including physical abilities, parenting, and workplace strengths, while seeing gender differences as more pronounced in personal interests and emotional expression."
umriss_8,8,pew_w154_diff1_uniform_n96_008,0.005891857789476332,"Your views are that men and women are broadly alike in personal interests and physical abilities, while gender differences are more salient in family roles, emotional expression, and workplace strengths."
umriss_71,71,pew_w154_diff1_uniform_n96_071,0.005699131841357831,"Your views emphasize broad similarity between men and women in interests, physical abilities, and workplace strengths, while seeing clearer gender differences in relational or expressive areas such as parenting style and emotional expression."
umriss_24,24,pew_w154_diff1_uniform_n96_024,0.005499277423642629,"Your views are that men and women differ in many social and behavioral areas, including interests, parenting style, emotional expression, and workplace strengths, while their physical abilities are broadly similar overall."
umriss_7,7,pew_w154_diff1_uniform_n96_007,0.0054886115649582295,"Your views hold that men and women are broadly similar in interests, physical capabilities, and workplace strengths, while differing more in relational or expressive areas such as parenting style and emotional expression."
umriss_51,51,pew_w154_diff1_uniform_n96_051,0.0054876073582730295,"Your views see men and women as differing mainly in personal interests and emotional expression, while being broadly similar in physical abilities, parenting approaches, and workplace strengths."
umriss_156,156,pew_w154_diff1_uniform_repair_r1_156,0.005410039041268329,"Your views see men and women as sharing many individual interests and workplace capabilities, while differences seem more noticeable in physical traits, parenting styles, and emotional expression. You distinguish between areas shaped by personal choice or opportunity and areas where you see more consistent gendered patterns."
umriss_84,84,pew_w154_diff1_uniform_n96_084,0.005022246615166327,"Your views see men and women as differing mainly in personal interests, emotional expression, and workplace strengths, while being broadly similar in physical abilities and approaches to parenting."
umriss_40,40,pew_w154_diff1_uniform_n96_040,0.004733091614884226,"Your views are that men and women are broadly alike in personal interests and physical capabilities, with more meaningful differences in family roles, emotional expression, and workplace strengths."
umriss_72,72,pew_w154_diff1_uniform_n96_072,0.004616198495634925,"Your views see men and women as broadly alike in personal interests and physical capabilities, while seeing differences as more pronounced in parenting styles, emotional expression, and workplace strengths."
umriss_3,3,pew_w154_diff1_uniform_n96_003,0.004607305448178425,"Your views generally emphasize similarities between men and women in interests, abilities, parenting, and workplace strengths, while holding that they differ in how they express emotions."
umriss_20,20,pew_w154_diff1_uniform_n96_020,0.004426509036223125,"Your views see men and women as often differing in personal interests, emotional expression, and workplace strengths, while broadly similar in physical abilities and approaches to parenting."
umriss_35,35,pew_w154_diff1_uniform_n96_035,0.004311826879404623,"Your views are that men and women are fundamentally similar in their interests, abilities, parenting, and workplace strengths, but basically different in emotional expression."
umriss_75,75,pew_w154_diff1_uniform_n96_075,0.004249639257490823,"Your views emphasize broad similarity between men and women in interests, parenting, and workplace strengths, while seeing clearer gender differences in physical abilities and emotional expression."
umriss_67,67,pew_w154_diff1_uniform_n96_067,0.004150493336010122,"Your views emphasize broad similarities between men and women in interests, physical abilities, parenting, and workplace strengths, while still seeing a meaningful gender difference in how feelings are expressed."
umriss_106,106,pew_w154_diff1_uniform_repair_r1_106,0.003966034766180922,"Your views see many everyday preferences and ways of presenting oneself as shaped by gendered socialization, so you expect differences in hobbies, physical abilities, and emotional expression. At the same time, you see caregiving values and workplace competence as broadly shared across men and women, with individual variation mattering more than gender in those areas."
umriss_186,186,pew_w154_diff1_uniform_repair_r2_186,0.00369437883498472,"Your views see hobbies and personal interests as mostly individual and widely shared across men and women, while also believing biological factors and social expectations create broad differences in physical abilities, parenting styles, emotional expression, and workplace strengths."
umriss_140,140,pew_w154_diff1_uniform_repair_r1_140,0.00368029929244252,"Your views see many everyday gender differences as shaped by socialization, roles, and physical patterns, especially in interests, emotional expression, parenting styles, and physical abilities, while also seeing men and women as equally capable and similarly skilled in workplace tasks."
umriss_163,163,pew_w154_diff1_uniform_repair_r2_163,0.0035390805918999193,"Your views see men and women as sharing many individual interests and workplace talents, while still believing that embodied differences and socialized roles often lead to different physical capabilities, parenting styles, and ways of expressing emotions."
umriss_52,52,pew_w154_diff1_uniform_n96_052,0.003473369269364519,"Your views see men and women as different in personal interests, emotional expression, and workplace strengths, while seeing them as broadly similar in physical abilities and parenting approaches."
umriss_176,176,pew_w154_diff1_uniform_repair_r2_176,0.0032129114947282173,"Your views emphasize that men and women largely overlap in personal interests and workplace talents, with individual variation and opportunity mattering most. You see differences as more noticeable in physical abilities and in family or emotional roles, where biology and social expectations may shape behavior."
umriss_125,125,pew_w154_diff1_uniform_repair_r1_125,0.0032081542940050173,"Your views see everyday interests as largely shared across men and women, while holding that sex-linked socialization and biology often lead to differences in physical abilities, emotional expression, parenting styles, and workplace strengths."
umriss_133,133,pew_w154_diff1_uniform_repair_r1_133,0.0028989105631291156,"Your views are that men and women often develop different interests, physical capacities, parenting styles, and patterns of emotional expression, but these differences do not imply different workplace talents or competencies."
umriss_101,101,pew_w154_diff1_uniform_repair_r1_101,0.0022275733773543123,"Your views see men and women as often shaped by different social expectations and tendencies in interests, emotional expression, physical strengths, and workplace aptitudes, while caregiving and parenting are largely rooted in similar concerns and responsibilities."
umriss_159,159,pew_w154_diff1_uniform_repair_r1_159,0.0021193647012399115,"Your views are that men and women are often shaped by different social expectations in personal life, emotions, and parenting, while core physical capacity and workplace talents substantially overlap across gender."
umriss_134,134,pew_w154_diff1_uniform_repair_r1_134,0.0020838573844297113,"Your views emphasize broad overlap in everyday interests and workplace talents, while seeing some gender differences as more noticeable in embodied capabilities, parenting styles, and emotional expression. You do not see men and women as wholly different, but as shaped in specific domains by social expectations and some physical factors."
umriss_191,191,pew_w154_diff1_uniform_repair_r2_191,0.002035997805634911,"Your views emphasize how socialization and everyday roles shape differences in interests, parenting styles, and emotional expression, while also seeing men and women as generally having comparable physical capacities in ordinary life and similar potential strengths at work."
umriss_171,171,pew_w154_diff1_uniform_repair_r2_171,0.0019123490434465103,"Your views emphasize broad overlap between men and women in personal interests and overall physical capability, while seeing social expectations and life roles as often shaping different approaches to parenting, emotional expression, and workplace strengths."
umriss_100,100,pew_w154_diff1_uniform_repair_r1_100,0.00188533179385831,"Your views see men and women as often shaped by different social expectations in everyday life, especially around interests, parenting roles, and emotional expression, while remaining skeptical that these differences imply broad limits in physical capability or workplace competence. You see people as largely similar in what they can do when given comparable opportunities."
umriss_206,206,pew_w154_diff1_uniform_repair_r2_206,0.00185058837532441,"Your views emphasize that socialization and personal roles shape differences in interests, parenting styles, and emotional expression, while men and women have broadly comparable physical capacities and workplace strengths when given similar opportunities."
umriss_122,122,pew_w154_diff1_uniform_repair_r1_122,0.00182640753910091,"Your views see many everyday roles and preferences as shaped by gendered social patterns, including differences in interests, parenting styles, emotional expression, and workplace strengths, while still seeing men and women as largely overlapping in basic physical capabilities."
umriss_177,177,pew_w154_diff1_uniform_repair_r2_177,0.0017587903621675096,"Your views emphasize broad overlap between men and women in interests, workplace strengths, and many physical capabilities, with individual variation mattering more than gender. You also think social expectations and learned roles often lead men and women to approach parenting and emotional expression differently."
umriss_201,201,pew_w154_diff1_uniform_repair_r2_201,0.0016596225731553092,"Your views see men and women as having similar priorities and responsibilities in raising children, while still differing in interests, physical capacities, emotional expression, and the tasks or strengths they tend to bring to work."
umriss_200,200,pew_w154_diff1_uniform_repair_r2_200,0.0015963799911749086,"Your views see many everyday interests and even physical abilities as overlapping across men and women, with individual variation mattering. You also think social roles and norms still shape differences in parenting styles, emotional expression, and perceived strengths at work."
umriss_145,145,pew_w154_diff1_uniform_repair_r1_145,0.0015875702703089087,"Your views emphasize substantial overlap between men and women in everyday interests and physical capabilities, with individual variation mattering more than gender in those areas. You also think social expectations and life experiences often shape different styles in parenting, emotional expression, and workplace strengths."
umriss_136,136,pew_w154_diff1_uniform_repair_r1_136,0.0015299211252554083,"Your views see men and women as broadly comparable in their capacities for physical activity and caregiving, while recognizing that socialization and expectations often steer them toward different interests, emotional styles, and somewhat different strengths or roles at work."
umriss_193,193,pew_w154_diff1_uniform_repair_r2_193,0.0015297238283254082,"Your views are that men and women often develop different interests, parenting styles, emotional habits, and workplace strengths because of social expectations and life experiences, while physical abilities overlap substantially and depend more on individual fitness, training, and health than on gender alone."
umriss_131,131,pew_w154_diff1_uniform_repair_r1_131,0.0015054152883513083,"Your views are that men and women share many individual interests and have broadly overlapping physical capabilities, while gendered socialization and expectations still shape parenting styles, emotional expression, and perceived workplace strengths."
umriss_137,137,pew_w154_diff1_uniform_repair_r1_137,0.0014754801662943081,"Your views see substantial overlap in men’s and women’s everyday interests and general physical capabilities, while recognizing that social expectations and common life experiences often shape differences in parenting styles, emotional expression, and workplace strengths."
umriss_149,149,pew_w154_diff1_uniform_repair_r1_149,0.001469408214563208,"Your views are that many everyday differences in hobbies and emotional expression are real and shaped by social norms and upbringing, while men and women are broadly comparable in practical physical capabilities, parenting approaches, and workplace strengths."
umriss_151,151,pew_w154_diff1_uniform_repair_r1_151,0.001463393048417908,"Your views see many everyday roles and preferences as shaped by gendered socialization, producing differences in interests, parenting styles, emotional expression, and workplace strengths, while seeing men and women as broadly comparable in underlying physical capabilities."
umriss_121,121,pew_w154_diff1_uniform_repair_r1_121,0.001461258580861308,"Your views see many observed gender differences as arising from everyday preferences, communication styles, and work-role strengths, while also holding that men and women have broadly comparable physical capacities and can approach parenting in much the same way. You see some social and behavioral differences as real, but not present across every domain."
umriss_99,99,pew_w154_diff1_uniform_repair_r1_099,0.001458147888116408,"Your views emphasize broad overlap between men and women in personal interests and physical abilities, especially because of individual variation and opportunity. You also see gendered social expectations as shaping more noticeable differences in parenting style, emotional expression, and the strengths people tend to bring to workplace tasks."
umriss_195,195,pew_w154_diff1_uniform_repair_r2_195,0.0013743620396400073,"Your views see men and women as broadly alike in their interests, capabilities, and workplace talents, while recognizing that social expectations and family roles still lead them to approach parenting and emotional expression differently."
umriss_192,192,pew_w154_diff1_uniform_repair_r2_192,0.0013693756223403075,"Your views recognize that many everyday preferences and capabilities overlap across men and women, while social roles and expectations still shape differences in caregiving, emotional expression, and workplace strengths."
umriss_128,128,pew_w154_diff1_uniform_repair_r1_128,0.001316814124585307,"Your views emphasize individual variation and shared interests over gender in hobbies and many physical capabilities, while still seeing social expectations and lived roles as reasons men and women often differ in parenting styles, emotional expression, and workplace strengths."
umriss_185,185,pew_w154_diff1_uniform_repair_r2_185,0.0011779998561015064,"Your views see socialization and cultural expectations as shaping some visible differences, especially in leisure interests, emotional expression, and perceived workplace strengths, while holding that men and women are broadly comparable in underlying physical capacity and in the goals and responsibilities they bring to parenting."
umriss_104,104,pew_w154_diff1_uniform_repair_r1_104,0.0011633021968080063,"Your views emphasize broad overlap between men and women in personal interests, parenting values, and everyday physical capabilities, while recognizing that socialization and expectations often shape different emotional expression and somewhat different workplace strengths."
umriss_144,144,pew_w154_diff1_uniform_repair_r1_144,0.001116933593901806,"Your views emphasize broad overlap in personal interests and see physical ability as shaped more by individual conditioning than by sex, while also recognizing that social expectations and lived experiences often lead men and women to differ in parenting style, emotional expression, and workplace strengths."
umriss_119,119,pew_w154_diff1_uniform_repair_r1_119,0.001107277133571706,"Your views are that men and women have broadly overlapping interests and physical capacities, while gendered social expectations and life experiences often shape different approaches to caregiving, emotional expression, and workplace strengths."
umriss_164,164,pew_w154_diff1_uniform_repair_r2_164,0.0010772820923781058,"Your views are that men and women are often drawn to different interests and styles of emotional expression, with some gendered patterns in workplace strengths, while being broadly alike in core physical capacity and approaches to caring for children."
umriss_111,111,pew_w154_diff1_uniform_repair_r1_111,0.0010269176388904057,"Your views are that men and women broadly overlap in interests, abilities, parenting styles, and workplace strengths, with most differences reflecting individuals rather than gender. You also think social expectations still cause men and women to express emotions in noticeably different ways."
umriss_194,194,pew_w154_diff1_uniform_repair_r2_194,0.0010054006663015053,"Your views see men and women as having broadly overlapping interests, capabilities, parenting instincts, and workplace strengths, while also believing that social habits or expectations often lead them to express emotions in noticeably different ways."
umriss_127,127,pew_w154_diff1_uniform_repair_r1_127,0.0009895544192039054,"Your views see many day-to-day preferences and expressive styles as shaped by gendered socialization, contributing to perceived differences in hobbies, emotional expression, and workplace strengths. At the same time, you see men and women as broadly comparable in physical capability and in the core responsibilities and instincts of parenting."
umriss_154,154,pew_w154_diff1_uniform_repair_r1_154,0.0009488470636967052,"Your views treat everyday interests, parenting approaches, and even physical capabilities as shaped more by individual variation and opportunity than by gender. At the same time, you believe social norms lead men and women to express emotions differently and may steer them toward different strengths or roles at work."
umriss_102,102,pew_w154_diff1_uniform_repair_r1_102,0.0008576292829224046,"Your views emphasize broad overlap in people’s interests, bodies, and caregiving styles, with individual variation mattering more than gender categories. You also think social norms and expectations still shape how men and women tend to express emotions and the strengths they develop or show at work."
umriss_203,203,pew_w154_diff1_uniform_repair_r2_203,0.0006088369809471034,"Your views see many everyday preferences and roles—such as interests, physical capabilities, and parenting—as shaped more by individual personality, opportunity, and family circumstances than by gender, while still recognizing that gender-linked socialization affects emotional expression and some workplace strengths or expectations."
umriss_198,198,pew_w154_diff1_uniform_repair_r2_198,0.0004864077417635027,"Your views see everyday interests, physical capability, and parenting as shaped more by individual personality and circumstances than by gender, while recognizing that social norms and expectations still lead men and women to express emotions differently and develop somewhat different strengths at work."
umriss_113,113,pew_w154_diff1_uniform_repair_r1_113,0.00034264798696330184,"Your views emphasize broad overlap between men and women in everyday interests, general capabilities, and caregiving approaches, while still seeing noticeable gendered patterns in emotional expression and in the strengths people are encouraged to develop at work."
umriss_4,4,pew_w154_diff1_uniform_n96_004,0.00017634086615320096,"Your views emphasize that men and women are broadly similar in personal interests, physical abilities, and parenting, while differing more in emotional expression and workplace strengths."
umriss_68,68,pew_w154_diff1_uniform_n96_068,0.0001674958290724009,"Your views hold that men and women are largely alike in personal interests, physical abilities, and parenting approaches, while gender differences are more apparent in emotional expression and workplace strengths."
umriss_129,129,pew_w154_diff1_uniform_repair_r1_129,0.00011466701676340062,"Your views emphasize that most gender differences in everyday preferences, caregiving, emotional expression, and workplace strengths are shaped more by individual personality and social expectations than by basic differences between men and women, while physical abilities are more likely to differ by gender."
umriss_115,115,pew_w154_diff1_uniform_repair_r1_115,0.00011388963589650062,"Your views emphasize that everyday interests, caregiving styles, emotional expression, and workplace talents are shaped more by individual personality and experience than by gender, while physical abilities are an area where men and women tend to differ meaningfully."
umriss_118,118,pew_w154_diff1_uniform_repair_r1_118,0.00011155381270180061,"Your views emphasize that many everyday preferences and competencies are shaped more by individual personality, opportunity, and social setting than by gender, making hobbies, emotional expression, and workplace strengths broadly similar. You also believe biological differences matter for physical abilities, and that social expectations or lived experiences can lead men and women to approach parenting differently."
umriss_150,150,pew_w154_diff1_uniform_repair_r1_150,0.00011147103224440061,"Your views recognize common gender differences in leisure interests and physical abilities, while seeing parenting, emotional expression, and workplace strengths as shaped more by individual personality, experience, and opportunity than by gender."
umriss_103,103,pew_w154_diff1_uniform_repair_r1_103,0.0001093309830407006,"Your views emphasize that many everyday preferences and abilities are shaped more by personality, opportunity, and social context than by gender, so you see hobbies, emotional expression, and workplace strengths as broadly similar. You also think physical capacities often differ on average, and that parenting roles or instincts can be meaningfully shaped by gendered expectations or experiences."
umriss_199,199,pew_w154_diff1_uniform_repair_r2_199,0.00010635793973280058,"Your views see many everyday preferences and competencies as shaped more by individual personality and opportunity than by gender, especially interests, emotional expression, and workplace strengths. You also give weight to perceived average differences in physical capabilities and believe parenting roles or instincts often develop in somewhat gendered ways."
umriss_160,160,pew_w154_diff1_uniform_repair_r1_160,0.00010563992388450057,"Your views are that most everyday interests, caregiving approaches, emotional expression, and workplace strengths are shaped more by individual personality and experience than by gender, while physical abilities are an area where average differences between men and women are more apparent."
umriss_208,208,pew_w154_diff1_uniform_repair_r2_208,0.00010404284094990057,"Your views see men and women as broadly overlapping in interests, emotional styles, parenting approaches, and workplace strengths, while recognizing typical physical ability differences as a meaningful basic difference."
umriss_135,135,pew_w154_diff1_uniform_repair_r1_135,0.00010251335611970055,"Your views recognize some sex-linked differences in typical leisure interests and physical capabilities, while seeing men and women as broadly alike in their capacity to parent, express emotions, and succeed at workplace tasks; you see many differences as shaped more by individual personality and experience than by gender."
umriss_181,181,pew_w154_diff1_uniform_repair_r2_181,0.00010092590249830055,"Your views see many everyday preferences and caregiving behaviors as shaped more by individual personality and circumstances than by gender, while still holding that men and women often differ in bodily capabilities and may tend to excel in somewhat different workplace tasks or roles."
umriss_184,184,pew_w154_diff1_uniform_repair_r2_184,9.528828513570419e-05,"Your views see many everyday preferences and family roles as shaped by gendered social expectations, making hobbies and parenting feel different, while seeing men and women as broadly comparable in physical tasks, emotional expression, and workplace strengths, with individual variation mattering more than gender."
umriss_124,124,pew_w154_diff1_uniform_repair_r1_124,9.405244945546864e-05,"Your views see men and women as often drawn to different interests, physical strengths, and workplace skills, while believing they are basically similar in parenting priorities and emotional expression because shared human needs and social change shape both."
umriss_112,112,pew_w154_diff1_uniform_repair_r1_112,9.251480410574971e-05,"Your views see most everyday preferences, family roles, and emotional roles as shaped more by individual personality and shared life experiences than by gender, making hobbies, parenting, and emotional expression broadly similar. You still see some gender-linked differences as more noticeable in physical capabilities and in the workplace tasks or strengths people tend to develop."
umriss_174,174,pew_w154_diff1_uniform_repair_r2_174,9.196186775914614e-05,"Your views are that many everyday preferences and relationship roles are shaped by individual personality and shared family expectations, while average physical differences and some work-related strengths can lead men and women to excel at different kinds of tasks."
umriss_130,130,pew_w154_diff1_uniform_repair_r1_130,9.187122400982644e-05,"Your views emphasize that many everyday preferences and relationship behaviors, including interests, parenting, and emotional expression, are shaped more by individual personality and social context than by gender. You also see physical abilities and some workplace strengths as areas where average gender differences can be meaningful, though not absolute."
umriss_202,202,pew_w154_diff1_uniform_repair_r2_202,9.183081183230188e-05,"Your views see everyday interests and emotional expression as shaped mostly by individual personality and shared culture, while men and women often differ in embodied strengths, parenting styles, and typical workplace aptitudes."
umriss_175,175,pew_w154_diff1_uniform_repair_r2_175,9.040632243448809e-05,"Your views are that personal interests and emotional expression are shaped more by individual personality and social setting than by sex, while men and women often differ in physical capacities, parenting styles, and workplace strengths because of a mix of biology, social expectations, and life experience."
umriss_107,107,pew_w154_diff1_uniform_repair_r1_107,9.015127051346177e-05,"Your views emphasize that most everyday preferences, caregiving, and emotional behaviors are shaped more by individual personality and shared social roles than by gender, while you still believe men and women often differ in average physical capacities and some work-related strengths."
umriss_146,146,pew_w154_diff1_uniform_repair_r1_146,8.895097398562335e-05,"Your views see many differences in interests, physical strengths, and workplace skill tendencies as shaped by a mix of biology, social expectations, and experience. You also believe caregiving instincts and emotional expression are broadly human capacities, with men and women often more alike than different when given similar roles and norms."
umriss_109,109,pew_w154_diff1_uniform_repair_r1_109,8.882530881502893e-05,"Your views treat many observed differences as domain-specific rather than universal: hobbies and parenting often diverge because of social expectations and life roles, while physical abilities, emotional expression, and workplace strengths vary more by individual than by gender."
umriss_205,205,pew_w154_diff1_uniform_repair_r2_205,8.830240867123327e-05,"Your views see some gender differences as shaped by everyday socialization and physical realities, especially in interests, physical abilities, and workplace strengths. You also think men and women are largely alike in core caregiving instincts and emotional expression, while individuals vary widely."
umriss_108,108,pew_w154_diff1_uniform_repair_r1_108,8.731798411050089e-05,"Your views see many everyday interests and parenting styles as shaped by gendered socialization, while believing men and women have broadly overlapping capacities in physical activity, emotional expression, and workplace competence."
umriss_167,167,pew_w154_diff1_uniform_repair_r2_167,8.730336009390633e-05,"Your views emphasize that everyday preferences, caregiving, and emotional styles are shaped more by personality and social experience than by gender, while still seeing average physical differences and some workplace strengths as making men and women better suited to different tasks."
umriss_117,117,pew_w154_diff1_uniform_repair_r1_117,8.71703381642841e-05,"Your views emphasize overlap between men and women in everyday interests, capabilities, emotional expression, and workplace strengths, while seeing parenting as an area where social expectations and lived roles often lead them to approach responsibilities differently."
umriss_180,180,pew_w154_diff1_uniform_repair_r2_180,8.615660034145527e-05,"Your views hold that men and women often develop different interests, physical strengths, and workplace skill patterns, while day-to-day parenting goals and emotional expression are broadly shared across genders."
umriss_165,165,pew_w154_diff1_uniform_repair_r2_165,8.588877372592587e-05,"Your views see gendered social expectations as still shaping hobbies and parenting styles, while you think men and women largely overlap in physical capability, emotional expression, and workplace strengths."
umriss_190,190,pew_w154_diff1_uniform_repair_r2_190,8.56081736800548e-05,"Your views see many gender differences as domain-specific rather than universal: interests and parenting styles often seem shaped by social roles or expectations, while physical capability, emotional expression, and workplace strengths broadly overlap between men and women."
umriss_126,126,pew_w154_diff1_uniform_repair_r1_126,8.557309785413383e-05,"Your views see men and women as often developing different interests, physical strengths, and workplace skill niches, partly due to biology and long-standing social expectations. You also see parenting instincts and emotional expression as broadly human capacities that look more similar when people have comparable roles and expectations."
umriss_155,155,pew_w154_diff1_uniform_repair_r1_155,8.49774354506346e-05,"Your views see men and women as broadly overlapping in interests, capabilities, emotional styles, and workplace strengths, while still recognizing that parenting can bring out different roles, instincts, or approaches shaped by social expectations and family dynamics."
umriss_132,132,pew_w154_diff1_uniform_repair_r1_132,8.427612781620585e-05,"Your views see most gender differences as shaped by individual variation and social expectations, with interests, abilities, emotional expression, and workplace strengths as broadly similar. You make an exception for parenting, where men and women often bring different styles or emphases to caregiving."
umriss_153,153,pew_w154_diff1_uniform_repair_r1_153,8.379839355600743e-05,"Your views emphasize that everyday interests, parenting, and emotional expression are shaped more by individual personality and shared social roles than by gender, while also recognizing that sex-linked physical differences affect physical abilities and that men and women may often develop or be steered toward different strengths in workplace tasks."
umriss_148,148,pew_w154_diff1_uniform_repair_r1_148,8.315909180810292e-05,"Your views are that men and women are often shaped by different interests, bodies, and parenting roles, but are broadly alike in emotional expression and workplace capabilities when given similar expectations and opportunities."
umriss_204,204,pew_w154_diff1_uniform_repair_r2_204,8.254753202153308e-05,"Your views are that some gender differences arise from social expectations and everyday roles, especially in interests, parenting styles, and workplace strengths, while men and women substantially overlap in physical capability and emotional expression."
umriss_98,98,pew_w154_diff1_uniform_repair_r1_098,8.254753202153308e-05,"Your views see gender differences as shaped mainly by social roles and interests: men and women often gravitate toward different hobbies, parenting styles, and workplace strengths, but are not fundamentally different in basic physical capacity or in how openly they can express emotions."
