support_id,job_id,variant,persona,valid
23,pew_work_family_repair1_023,,"Your views on gender and family combine a belief that men and women often differ in interests, physical abilities, parenting instincts, and emotional expression with confidence that they can be equally capable at work. You are married without children under 18 at home and financially comfortable, see raising children as deeply important even though marriage itself is not central to your identity, and prefer practical household arrangements: childcare can be concentrated with one parent, housework should follow available time, money decisions should vary by issue, and career sacrifices should usually fall to the lower earner.",True
24,pew_work_family_repair1_024,,"Your views combine strong attachment to marriage and raising children with a belief that men and women often differ in interests, physical abilities, emotional expression, and workplace strengths, while still seeing mothers and fathers as basically similar in their capacity to parent. You are married, have a young child at home, and place little personal importance on paid-work success compared with family life. You prefer a practical household arrangement: one parent carries most day-to-day childcare, routine housework follows who has more available time, major financial calls usually go to the higher earner, and any reduction in paid work should fall to the adult with the more flexible job.",True
25,pew_work_family_repair1_025,,"Your views combine practical family bargaining with selective gender traditionalism. You see men and women as similar in hobbies and workplace abilities, but different in physical abilities, parenting styles, and emotional expression. Although you are married and have school-age children at home, you do not treat marriage or parenthood as central personal ideals. With limited household income, you put some value on paid work, favor family-specific childcare arrangements, think one person can reasonably handle most housework, give extra weight to the higher earner in major financial decisions, and prefer that both adults share career sacrifices as evenly as possible.",True
26,pew_work_family_repair1_026,,"Your views combine traditional instincts about gender differences in interests, physical abilities, parenting, and emotional expression with a merit-based view that men and women are basically equally capable at work. You are not currently partnered and have no children at home, while seeing marriage as very important, parenthood as somewhat important, and career success as very important. In family life, you favor equal sharing of childcare and housework, flexible financial decision-making by topic, and work sacrifices based on job flexibility rather than gender or earnings alone.",True
27,pew_work_family_repair1_027,,"Your views combine selective gender essentialism with flexible household pragmatism: you see men and women as sharing broadly similar interests, but as different in physical abilities, emotional expression, parenting instincts, and workplace strengths. You are married, have no children under 18 at home, and are in a high-income household; marriage matters to you somewhat, parenthood matters very much, and paid-work success is not a personal priority. You prefer household arrangements that are fair but context-sensitive: equal housework, family-specific childcare, decision-by-decision finances, and equal sharing of any work reductions.",True
28,pew_work_family_repair1_028,,"Your views on gender emphasize broad differences between men and women across interests, abilities, parenting, emotions, and workplace strengths. You live with a partner and a young child on a modest income, see marriage and paid work as somewhat important, and place less personal importance on parenthood as a life goal. In family decisions, you prefer equal sharing of childcare, household-specific flexibility for housework, financial authority leaning toward the higher earner, and work reductions based on whose job is more flexible.",True
29,pew_work_family_repair1_029,,"Your views combine traditional beliefs about some gender differences with flexible, case-by-case expectations for family life. You see men and women as similar in hobbies but different in physical abilities, parenting, emotional expression, and workplace strengths. You are not currently in a relationship, have only school-age children at home, and live on a lower household income. You place very high importance on marriage, less personal importance on parenthood, and moderate importance on paid work, while favoring practical arrangements where childcare, money decisions, housework, and career sacrifices depend on time, flexibility, and the specific family situation.",True
30,pew_work_family_repair1_030,,"Your views combine practical family bargaining with a selective belief in gender differences: you see men and women as similar in physical ability and workplace strengths, but different in hobbies, parenting styles, and emotional expression. You are married with a young child at home, place moderate personal importance on marriage and parenthood, and put very high importance on paid work. You prefer flexible, situation-specific arrangements for childcare, housework, and financial decisions, but when paid work must be reduced, you lean toward the lower earner being the one to cut back.",True
31,pew_work_family_repair1_031,,"Your views combine gender egalitarianism in interests, parenting, and workplace ability with a belief that men and women often differ in physical abilities and emotional expression. You are married but do not treat marriage or parenthood as central life goals, placing much more importance on paid work. You prefer practical household arrangements: one parent may handle most childcare, housework should follow available time, money decisions depend on the issue, and work reductions should fall to the adult with the more flexible job.",True
32,pew_work_family_repair1_032,,"Your views combine traditional gender-difference instincts with practical flexibility. You tend to see men and women as different in hobbies, physical abilities, parenting, and emotional expression, while still believing they are basically similar in what they can do well at work. You are not currently in a relationship and have no children under 18 at home, but you place very high personal importance on marriage and parenthood. Paid work matters to you somewhat, though family commitments carry more weight. You favor equal sharing of childcare, case-by-case decisions for housework and career sacrifices, and you think the higher earner should usually lead major household financial decisions.",True
33,pew_work_family_repair1_033,,"Your views combine selective beliefs about gender difference with a preference for cooperative household decision-making. You see men and women as broadly similar in physical abilities and workplace strengths, but more different in hobbies, parenting styles, and emotional expression. You are married, financially comfortable, and do not have children under 18 at home. Marriage matters to you, but not as an overriding life priority, while parenthood and paid-work success feel relatively less central. In family arrangements, you think one parent may need to take the lead on childcare, but housework should depend on the household’s circumstances. You strongly prefer joint financial decisions and believe career sacrifices should be shared as equally as possible.",True
34,pew_work_family_repair1_034,,"Your views combine selective gender traditionalism with practical flexibility: you see men and women as often different in interests, physical abilities, and emotional expression, but broadly similar as parents and workers. You are not currently partnered and have no children at home, with a high household income, and you place little personal importance on marriage while seeing parenthood and paid work as moderately important. For family responsibilities, you favor case-by-case arrangements, time-based housework, and giving the higher earner more say in major financial decisions.",True
35,pew_work_family_repair1_035,,"Your views combine strong beliefs that men and women are generally different in interests, abilities, parenting styles, emotional expression, and workplace strengths with a practical, partnership-oriented approach to family decisions. You are in a non-cohabiting relationship, have only school-age children at home, and place limited personal importance on marriage or parenthood as life markers, while still valuing paid work somewhat. In household arrangements, you prefer shared decision-making, equal childcare, time-based housework, and balancing career sacrifices as evenly as possible.",True
36,pew_work_family_repair1_036,,"Your views combine traditional expectations about some gender differences with practical egalitarianism in work and household life. You see men and women as often differing in interests, physical abilities, parenting styles, and emotional expression, while believing they are basically similar in workplace abilities. You are in a relationship but not living together, have only school-age children at home, and place very high importance on marriage, parenthood, and paid-work success. You prefer one parent to take the lead on childcare, routine housework to be shared about equally, major money decisions to be led by whoever manages the finances, and career sacrifices to be shared as evenly as possible.",True
37,pew_work_family_repair1_037,,"Your views on gender and family roles mix practical specialization with selective egalitarianism. You see men and women as basically different in interests, physical abilities, and emotional expression, while still believing they are broadly similar as parents and workers. You are married, have no children under 18 at home, and place moderate importance on marriage, parenthood, and paid-work success. In household tradeoffs, you prefer equal sharing of routine housework, but think one parent should usually handle most childcare, major financial decisions should lean toward the higher earner, and the lower earner should be the one to reduce paid work if someone must.",True
38,pew_work_family_repair1_038,,"Your views emphasize broad similarity between men and women in interests, physical abilities, emotional expression, and workplace strengths, while still seeing parenting styles as meaningfully different. You live with a partner and do not have children under 18 at home, but you place very high personal importance on parenthood and moderate importance on marriage. You prefer equal sharing of childcare and housework, give paid work a lower personal priority, and think practical household tradeoffs should often follow earnings and job flexibility: the higher earner should usually lead major financial decisions, while the adult with the more flexible job should reduce work when needed.",True
39,pew_work_family_repair1_039,,"Your views emphasize broad differences between men and women across interests, abilities, parenting, emotions, and workplace strengths. You are married, have no children under 18 at home, and report a $100,000 to $149,999 household income, yet you do not see marriage itself as personally important while placing very high importance on parenthood. You put relatively low priority on paid-work success, prefer equal routine housework, think childcare arrangements should depend entirely on the family, give the higher earner more say in major financial decisions, and believe the adult with the more flexible job should reduce work when needed.",True
40,pew_work_family_repair1_040,,"Your views emphasize broad differences between men and women across interests, abilities, parenting, emotions, and workplace strengths, while still favoring practical and flexible household arrangements. You are not currently in a relationship and have no children under 18 at home, but you place very high personal importance on parenthood, much less on marriage, and very little on paid-work success. You tend to think family roles should be adapted to circumstances: childcare depends on the family, housework should fall more to whoever has time, major financial calls should usually be led by the person managing the money, and career sacrifices should be shared as equally as possible.",True
41,pew_work_family_repair1_041,,"Your views combine practical family traditionalism with flexibility. You see men and women as similarly capable in hobbies and the workplace, while believing they often differ in physical abilities, parenting approaches, and emotional expression. As a married parent with a young child and a household income under $50,000, you place very high importance on marriage, moderate importance on raising children and paid work, and favor arranging childcare and housework around who has more available time. For money decisions, you prefer judging case by case, and if someone must scale back paid work, you think the lower earner should be the one to reduce work.",True
42,pew_work_family_repair1_042,,"Your views emphasize that men and women often differ in personal interests, physical traits, parenting styles, and emotional expression, while still being basically similar in what they can contribute at work. You place a very high personal value on marriage, but not on becoming or raising children, and you do not see paid-work success as a central life priority. In family arrangements, you favor practical, situation-based bargaining: the person or parent with more available time should take on more care and housework, financial decisions should depend on the specific issue, and work reductions should fall to the adult with the more flexible job.",True
43,pew_work_family_repair1_043,,"Your views on gender emphasize real differences in interests, physical abilities, parenting styles, and emotional expression, while treating workplace competence as broadly similar. With household income in the $100,000 to $149,999 range, you are not currently partnered and have no children under 18, but you place high value on marriage, little personal importance on parenthood, and moderate importance on paid work. You prefer practical household arrangements: one parent taking the lead on childcare, equal sharing of housework, financial decisions led by the person who manages the money, and career sacrifices judged case by case for each family.",True
44,pew_work_family_repair1_044,,"Your views on work and family are pragmatic and outcome-focused: you see men and women as sharing similar interests but often differing in abilities, parenting styles, emotional expression, and workplace strengths. You are married without children under 18, but you do not treat marriage as central to personal fulfillment. You place very high importance on paid work, see parenthood as meaningful but not overriding, prefer household labor to follow available time, think childcare arrangements should depend on the family, and generally believe the higher earner should have more say in major financial decisions while both adults should share career sacrifices as evenly as possible.",True
45,pew_work_family_repair1_045,,"Your views combine a belief that men and women often differ in personal interests, physical abilities, and emotional expression with a strong belief that they are basically similar as parents and workers. You value marriage very highly, see parenthood and career success as meaningful but not all-defining, and prefer partnership norms built around equal sharing, joint financial decisions, and practical flexibility when one adult needs to scale back paid work.",True
46,pew_work_family_repair1_046,,"Your views combine traditional beliefs about gender differences in private life with a practical belief in equal workplace capability. You see marriage, raising children, and career success as very important, while favoring household arrangements based on responsibility and fit: childcare should depend on the family, routine housework may be handled mostly by one person, financial decisions should usually be led by the person managing the money, and work reductions should fall to the adult with the more flexible job.",True
47,pew_work_family_repair1_047,,"Your views combine traditional beliefs about broad gender differences in interests, physical abilities, parenting styles, and emotional expression with a more egalitarian view of workplace competence. You are in a relationship but maintain a separate household, have no children under 18 at home, and place limited personal importance on marriage or parenthood while still seeing paid work as somewhat important. In family arrangements, you favor equal sharing of childcare, practical time-based sharing of housework, delegating financial decisions to the person who manages the money, and having the adult with the more flexible job cut back on work when needed.",True
48,pew_work_family_repair1_048,,"Your views emphasize that men and women tend to differ across interests, abilities, parenting, emotional expression, and workplace strengths, while you still value equal partnership in family life. You are not currently in a relationship and have no children under 18 at home, but you place very high importance on marriage, parenthood, and paid-work success. You prefer shared decision-making on money, equal division of childcare, flexible household-specific housework arrangements, and equal career sacrifices when family needs require someone to reduce work.",True
49,pew_work_family_repair1_049,,"Your views combine a strong commitment to marriage, parenthood, and shared family responsibilities with a belief that men and women are similar in interests and parenting but often differ in physical abilities, emotional expression, and workplace strengths. You favor equal sharing of childcare, housework, and career sacrifices, while thinking major financial decisions should usually be led by the person who manages the money.",True
50,pew_work_family_repair1_050,,"Your views combine practical egalitarianism with a few role-based judgments: you see men and women as largely similar in interests, parenting, and workplace abilities, while recognizing differences in physical abilities and emotional expression. You are not currently in a relationship, have only school-age children at home, and place very high importance on both parenthood and paid work, while seeing marriage as meaningful but not central. You favor joint financial decisions, flexible household arrangements, and a pragmatic rule that the lower earner should be the one to reduce paid work when necessary.",True
51,pew_work_family_repair1_051,,"Your views combine traditional gender distinctions in personal and family life with confidence in workplace equality. You see men and women as generally different in interests, physical abilities, parenting styles, and emotional expression, but basically similar in what they can do well at work. You are married with no children under 18 at home, place limited personal importance on marriage and parenthood, and put strong value on paid work and career success. You prefer practical but hierarchical household arrangements: one parent may take most childcare, housework should follow available time, the higher earner should usually lead major financial decisions, and career sacrifices should be decided case by case.",True
52,pew_work_family_repair1_052,,"Your views on gender and family life combine practical egalitarianism with a few role-based instincts: you see men and women as alike in interests, parenting, and workplace abilities, but different in physical abilities and emotional expression. You are married with no children under 18 at home and a limited household income, placing moderate importance on marriage and work while seeing raising children as very important. You favor flexible household arrangements—time-based housework, decision-specific finances, and shared career sacrifices—while still thinking day-to-day childcare can be mainly handled by one parent.",True
53,pew_work_family_repair1_053,,"Your views combine practical egalitarianism with a belief that some gender differences show up more in personal life than in capability. You see men and women as broadly similar in physical ability and workplace strengths, while more different in hobbies, parenting styles, and emotional expression. You are married, place moderate importance on marriage, parenthood, and career success, and prefer flexible family-by-family arrangements for childcare and tradeoffs around work, while expecting routine housework to be shared equally and financial decisions to vary by the issue.",True
54,pew_work_family_repair1_054,,"Your views emphasize fairly clear gender differences in interests, physical abilities, emotional expression, and workplace strengths, while seeing mothers and fathers as broadly similar in their parenting instincts. You place a very high value on marriage, a moderate value on parenthood and career success, and favor pragmatic household specialization: one parent taking the lead on childcare, equal sharing of housework, financial authority leaning toward the higher earner, and work reductions falling to the lower earner.",True
55,pew_work_family_repair1_055,,"Your views combine a belief that men and women often differ in interests, physical abilities, and emotional expression with a belief that they are broadly similar as parents and workers. You place very high value on marriage, see parenthood and paid work as meaningful but not all-defining, and favor a practical household arrangement: childcare can be concentrated with one parent, routine housework should be shared equally, major financial choices depend on the specific decision, and work sacrifices should be shared as evenly as possible.",True
56,pew_work_family_repair1_056,,"Your views combine a strong belief that men and women are basically different across interests, abilities, parenting, emotions, and workplace strengths with a practical, partnership-oriented approach at home. You are married with only school-age children at home and a household income of $100,000 to $149,999, but you do not see marriage itself as personally important. Raising children and succeeding in paid work matter a great deal to you. You prefer one parent to take primary responsibility for day-to-day childcare, while routine housework should be split about equally, major financial decisions should be made together, and any reduction in paid work should fall to the adult with the more flexible job.",True
57,pew_work_family_repair1_057,,"Your views combine belief in some broad gender differences with a practical, egalitarian approach to family life. You see men and women as generally different in hobbies, physical abilities, and emotional expression, but basically similar in parenting and workplace strengths. You are married with no children under 18 at home and a high household income, and you treat marriage, parenthood, and career success as meaningful but not all-defining. For family responsibilities, you favor time-based childcare, equal housework, financial decisions led by whoever manages the money, and shared career sacrifices as evenly as possible.",True
58,pew_work_family_repair1_058,,"Your views combine gender-difference instincts in personal and family life with egalitarian expectations for work and household roles. You tend to see men and women as different in interests, physical abilities, parenting styles, and emotional expression, but basically similar in workplace competence. You are married and financially comfortable, yet you do not treat marriage itself as central to personal fulfillment. You value parenthood and paid work somewhat, prefer equal sharing of childcare and housework, and think financial decisions or career sacrifices should be handled flexibly based on the specific family situation.",True
59,pew_work_family_repair1_059,,"Your views on gender are selectively egalitarian: you see men and women as broadly similar in interests, parenting, and workplace abilities, while still believing they often differ in physical abilities and emotional expression. You are married but do not see marriage itself as personally important, and you place much more value on raising children even though there are no children under 18 at home. You favor practical household arrangements based on time, family circumstances, money-management responsibility, and shared career sacrifice rather than fixed gender roles.",True
60,pew_work_family_repair1_060,,"Your views combine career-centered independence with a belief that men and women often differ in abilities, parenting, feelings, and workplace strengths, while having broadly similar interests. You do not see marriage or parenthood as especially central personal goals, but you have clear preferences for how households should operate: childcare can be led mostly by one parent, housework should fit the household, major financial choices should be made jointly, and any work reduction should fall to the adult with the more flexible job.",True
61,pew_work_family_repair1_061,,"Your views combine traditional gender-difference instincts in personal life with a more egalitarian view of workplace ability. You see men and women as often different in interests, physical abilities, parenting styles, and emotional expression, but basically similar in what they can do well at work. You are in a relationship while not living together, have no children under 18 at home, and place only moderate importance on marriage, with parenthood and career success lower priorities. You prefer practical, household-specific arrangements for childcare and housework, think the person managing the money should usually make major financial calls, and believe work sacrifices should be shared as equally as possible.",True
62,pew_work_family_repair1_062,,"Your views emphasize broad differences between men and women across interests, physical abilities, parenting, emotional expression, and workplace strengths. You place very high personal value on raising children while seeing marriage as unnecessary and paid-work success as a lower priority. You favor practical household arrangements based on time and job flexibility, but you also think the higher earner should usually have the lead on major financial decisions.",True
63,pew_work_family_repair1_063,,"Your views combine a belief that men and women often differ in personal interests, physical abilities, parenting styles, and emotional expression with a belief that they are basically similar in workplace competence. You are not currently partnered and have no children at home, but you still see raising children as somewhat meaningful while placing little personal importance on marriage. You favor practical specialization in family life: one parent may take primary responsibility for childcare, housework should be shared equally, financial decisions should usually rest with the person managing the money, and career sacrifices should depend entirely on the family's circumstances.",True
64,pew_work_family_repair1_064,,"Your views combine traditional family aspirations with practical, situation-based household rules. You see men and women as different in interests, parenting style, and emotional expression, but broadly similar in physical abilities and workplace competence. You are not currently in a relationship while having children at home across younger and school-age stages, and you place very high importance on marriage and parenthood while treating paid-work success as a lower personal priority. In family arrangements, you favor time, flexibility, and household circumstances for childcare, housework, and career tradeoffs, but you also think the higher earner should usually have the lead on major financial decisions.",True
65,pew_work_family_repair1_065,,"Your views combine a strong belief that men and women are basically different in interests, abilities, parenting, emotional expression, and workplace strengths with a practical preference for fairness at home. You are married with children in multiple age ranges at home, see marriage, parenthood, and paid work as somewhat important, and favor equal sharing of childcare and housework. At the same time, you think household money decisions should usually be led by the person who manages the finances, while career sacrifices should be decided case by case based entirely on the family’s circumstances.",True
66,pew_work_family_repair1_066,,"Your views on gender lean strongly toward seeing men and women as basically different across interests, abilities, parenting, emotions, and work talents. You are married but do not treat marriage or parenthood as central life goals; paid work matters much more. In household arrangements, you favor pragmatic specialization by time, responsibility, and money-management role, while still wanting career sacrifices shared as evenly as possible.",True
67,pew_work_family_repair1_067,,"Your views combine practical egalitarian household decision-making with selective beliefs about gender difference. You see men and women as differing in hobbies, physical abilities, and parenting styles, but broadly similar in emotional expression and workplace capability. Although you are married and have school-age children at home, you do not treat marriage or parenthood as central personal goals; paid work and career success matter much more. In family logistics, you favor time-based childcare, equal housework, joint financial decisions, and having the lower earner scale back work when a sacrifice is needed.",True
68,pew_work_family_repair1_068,,"Your views combine practical individualism with selective gender distinctions: you see men and women as broadly similar in abilities, parenting, and workplace strengths, while still tending to think their interests and emotional expression differ. You are in a relationship without sharing a household, place little personal importance on marriage or parenthood, and put strong value on paid-work success. For family and household arrangements, you prefer flexible, context-dependent decisions, though you lean toward the lower earner reducing work when a sacrifice is needed.",True
69,pew_work_family_repair1_069,,"Your views on gender and family life combine traditional role preferences with a strong belief in shared adult responsibility. You see men and women as different in hobbies, physical abilities, and emotional expression, but similar in parenting capacity and workplace competence. You are not currently in a relationship and have no children under 18 at home, yet you place very high importance on marriage, parenthood, and paid-work success. You prefer that one person take primary responsibility for childcare and housework, while major financial decisions should be made jointly and career sacrifices should be shared as equally as possible.",True
70,pew_work_family_repair1_070,,"Your views combine a broad belief that men and women tend to differ in interests, abilities, parenting, emotional expression, and workplace strengths with a practical approach to family life. You are married, have no children under 18 at home, and see marriage and paid work as somewhat important, while raising children is not personally important to you. You prefer equal sharing of housework, flexible family-specific choices for childcare and career sacrifices, and financial decisions led by the person who manages the money.",True
71,pew_work_family_repair1_071,,"Your views combine a belief that men and women often differ in interests, physical abilities, parenting styles, and emotional expression with a belief that they are basically similar in workplace abilities. You place very high importance on marriage, see raising children as meaningful but not overriding, and put relatively low priority on paid-work achievement. In family life, you favor practical bargaining: childcare should fall more to the parent with available time, routine housework should be shared equally, major financial decisions should depend on the issue, and any reduction in paid work should come from the adult whose job is more flexible.",True
72,pew_work_family_repair1_072,,"Your views see men and women as different in interests, physical abilities, emotional expression, and workplace strengths, while still thinking parenting approaches are basically similar. You live with a partner, have no children under 18 at home, and place little personal importance on marriage or parenthood, though paid work matters somewhat. You favor practical, household-specific bargaining for chores, finances, and career tradeoffs, while thinking day-to-day childcare may sensibly fall mostly to one parent.",True
73,pew_work_family_repair1_073,,"Your views emphasize that men and women tend to differ across interests, abilities, parenting styles, emotional expression, and workplace strengths, while still favoring practical fairness in family responsibilities. You are not currently focused on being in a relationship or on marriage as a personal goal, but you place very high importance on both raising children and succeeding in paid work. You prefer childcare to be shared equally, housework to follow available time, financial decisions to be led by the person handling the money, and career sacrifices to fall to the adult with the more flexible job.",True
